-0.143372,-2.301086,87.689575
-0.07196,-2.360413,87.642151
-0.095306,-2.246869,87.752205
-0.10403,-1.821017,88.174789
-89.302368,-0.368042,0.571289
-88.816223,-1.179382,0.169189
-88.838737,-0.857703,0.801233
-88.256889,-0.276053,1.719976
-88.899261,-0.539923,0.954822
-0.141174,-2.311523,87.682434
-0.069983,-2.359314,87.638947
-0.105414,-2.250439,87.745644
-0.106963,-1.821357,88.174652
-89.329834,-0.368042,0.560303
-88.803589,-1.179932,0.137329
-88.832909,-0.855176,0.783325
-88.258942,-0.274307,1.71802
-88.904327,-0.540088,0.960974
-0.152161,-2.309875,87.682983
-0.073389,-2.359204,87.638382
-0.097009,-2.252252,87.746979
-0.104293,-1.820259,88.174652
-89.34082,-0.373535,0.55481
-88.813477,-1.182129,0.173584
-88.834679,-0.856604,0.78739
-88.257339,-0.272648,1.7188
-88.895935,-0.541132,0.965204
-0.146667,-2.307129,87.686279
-0.061414,-2.358875,87.639618
-0.101514,-2.250549,87.744186
-0.107655,-1.821379,88.173943
-89.329834,-0.362549,0.565796
-88.806885,-1.184326,0.169189
-88.83326,-0.860669,0.796399
-88.260834,-0.27401,1.717548
-88.894241,-0.542725,0.956799
-0.135681,-2.30658,87.692871
-0.059985,-2.358655,87.637932
-0.103931,-2.251593,87.748123
-0.106205,-1.819995,88.175285
-89.324341,-0.373535,0.565796
-88.805237,-1.175537,0.153809
-88.836433,-0.857263,0.793323
-88.258575,-0.272307,1.714856
-88.891396,-0.54245,0.961194
-0.150513,-2.314819,87.68573
-0.075696,-2.360632,87.638359
-0.097888,-2.255164,87.746696
-0.105018,-1.82161,88.17514
-89.351807,-0.351562,0.543823
-88.814575,-1.172241,0.159851
-88.824562,-0.864294,0.786182
-88.260544,-0.275548,1.717185
-88.895958,-0.544537,0.961139
-0.142822,-2.307129,87.687378
-0.061853,-2.355798,87.64138
-0.106787,-2.251758,87.746269
-0.104843,-1.820347,88.175781
-89.329834,-0.373535,0.55481
-88.804688,-1.177185,0.162048
-88.834251,-0.854626,0.797827
-88.260712,-0.27557,1.717987
-88.893906,-0.544428,0.960095
-0.142822,-2.307129,87.686279
-0.074597,-2.357666,87.641678
-0.103711,-2.254999,87.743195
-0.10615,-1.820336,88.176086
-89.324341,-0.362549,0.571289
-88.820068,-1.182678,0.154907
-88.83403,-0.855286,0.790356
-88.261368,-0.275427,1.719382
-88.896545,-0.54223,0.962238
-0.142822,-2.307129,87.689026
-0.059436,-2.360742,87.641365
-0.103162,-2.251483,87.747589
-0.107578,-1.819995,88.175873
-89.329834,-0.368042,0.55481
-88.820618,-1.189819,0.17688
-88.835129,-0.862976,0.792883
-88.260559,-0.275251,1.715779
-88.893837,-0.545581,0.964435
-0.153809,-2.307129,87.688477
-0.067896,-2.360523,87.641174
-0.09657,-2.24632,87.75029
-0.108633,-1.822478,88.173958
-89.34082,-0.351562,0.549316
-88.808533,-1.17334,0.147217
-88.825348,-0.870227,0.791565
-88.265083,-0.274713,1.714658
-88.903069,-0.539648,0.962622
-0.14502,-2.301636,87.688477
