No,UID,X,Y,Z
122,1000101023,-88.81073,-1.187073,0.157654
123,1000101024,-88.833359,-0.863635,0.793213
124,1000101025,-88.26461,-0.275845,1.719877
125,1000101026,-88.887543,-0.549152,0.96449
126,1000101018,-0.153809,-2.304382,87.692871
127,1000101019,-0.074927,-2.357666,87.64035
128,1000101020,-0.098877,-2.254779,87.745087
129,1000101021,-0.106688,-1.821819,88.173546
130,1000101022,-89.318848,-0.373535,0.576782
131,1000101023,-88.815674,-1.190918,0.15271
132,1000101024,-88.83181,-0.857922,0.807825
133,1000101025,-88.267387,-0.276823,1.715988
134,1000101026,-88.896576,-0.544977,0.968225
135,1000101018,-0.155457,-2.301636,87.692871
136,1000101019,-0.058228,-2.359424,87.63916
137,1000101020,-0.09679,-2.246265,87.749695
138,1000101021,-0.105699,-1.82072,88.17366
139,1000101022,-89.324341,-0.357056,0.560303
140,1000101023,-88.817322,-1.18927,0.165894
141,1000101024,-88.828407,-0.85968,0.798267
142,1000101025,-88.260658,-0.276152,1.713988
143,1000101026,-88.891975,-0.542285,0.966962
144,1000101018,-0.143372,-2.30658,87.690674
145,1000101019,-0.069983,-2.361621,87.636696
146,1000101020,-0.101678,-2.251209,87.747238
147,1000101021,-0.104996,-1.821259,88.175026
148,1000101022,-89.362793,-0.351562,0.560303
149,1000101023,-88.821167,-1.18103,0.169739
150,1000101024,-88.834686,-0.855835,0.789258
151,1000101025,-88.263382,-0.27635,1.713241
152,1000101026,-88.892426,-0.544922,0.968939
153,1000101018,-0.147766,-2.309326,87.687378
154,1000101019,-0.076245,-2.36239,87.640724
155,1000101020,-0.104535,-2.251318,87.747009
156,1000101021,-0.105315,-1.821984,88.174004
157,1000101022,-89.34082,-0.357056,0.543823
158,1000101023,-88.828308,-1.170593,0.169739
159,1000101024,-88.831024,-0.862097,0.791565
160,1000101025,-88.264839,-0.276976,1.712043
161,1000101026,-88.89341,-0.544098,0.96795
162,1000101018,-0.140076,-2.304932,87.692871
163,1000101019,-0.065698,-2.359753,87.63929
164,1000101020,-0.10036,-2.252966,87.743675
165,1000101021,-0.107677,-1.821193,88.174843
166,1000101022,-89.329834,-0.362549,0.576782
167,1000101023,-88.815125,-1.182129,0.170288
168,1000101024,-88.832253,-0.861987,0.800354
169,1000101025,-88.265541,-0.275295,1.711132
170,1000101026,-88.891533,-0.544922,0.970532
171,1000101018,-0.137878,-2.307129,87.686829
172,1000101019,-0.063721,-2.361841,87.638611
173,1000101020,-0.095306,-2.248187,87.752861
174,1000101021,-0.106271,-1.821885,88.174622
175,1000101022,-89.34082,-0.346069,0.532837
176,1000101023,-88.805786,-1.182678,0.162048
177,1000101024,-88.823906,-0.863416,0.792334
178,1000101025,-88.267075,-0.276515,1.711505
179,1000101026,-88.887077,-0.541736,0.968005
180,1000101018,-0.142822,-2.307129,87.681885
181,1000101019,-0.061523,-2.360523,87.641914
182,1000101020,-0.105579,-2.248462,87.747498
183,1000101021,-0.106611,-1.822104,88.173645
184,1000101022,-89.329834,-0.357056,0.560303
185,1000101023,-88.81897,-1.177734,0.166443
186,1000101024,-88.829063,-0.854846,0.79563
187,1000101025,-88.267616,-0.27602,1.713406
188,1000101026,-88.891151,-0.54613,0.967621
189,1000101018,-0.140076,-2.307129,87.692871
190,1000101019,-0.069104,-2.359973,87.64238
191,1000101020,-0.097998,-2.246594,87.752487
192,1000101021,-0.107161,-1.820248,88.174889
193,1000101022,-89.335327,-0.357056,0.571289
194,1000101023,-88.81073,-1.168945,0.159851
195,1000101024,-88.829727,-0.860339,0.7875
196,1000101025,-88.266426,-0.275065,1.712966
197,1000101026,-88.89109,-0.539758,0.969159
198,1000101018,-0.142822,-2.305481,87.690674
199,1000101019,-0.068335,-2.359863,87.638145
200,1000101020,-0.105469,-2.248297,87.746361
201,1000101021,-0.109017,-1.821907,88.173149
202,1000101022,-89.34082,-0.357056,0.549316
203,1000101023,-88.810181,-1.184875,0.177429
204,1000101024,-88.835449,-0.862317,0.800244
205,1000101025,-88.267303,-0.278273,1.712922
206,1000101026,-88.893845,-0.542725,0.963721
207,1000101018,-0.150513,-2.305481,87.692871
208,1000101019,-0.067896,-2.359534,87.639801
209,1000101020,-0.103656,-2.252911,87.749298
210,1000101021,-0.107347,-1.822269,88.172638
211,1000101022,-89.296875,-0.373535,0.582275
212,1000101023,-88.811279,-1.161804,0.176331
213,1000101024,-88.833694,-0.857922,0.79574
214,1000101025,-88.267654,-0.276581,1.710648
215,1000101026,-88.891533,-0.544592,0.973004
216,1000101018,-0.153259,-2.305481,87.692871
217,1000101019,-0.06427,-2.361841,87.639297
218,1000101020,-0.095471,-2.248187,87.751595
219,1000101021,-0.103656,-1.822269,88.172775
220,1000101022,-89.362793,-0.346069,0.55481
221,1000101023,-88.820618,-1.191467,0.169189
222,1000101024,-88.834999,-0.858582,0.783545
223,1000101025,-88.264252,-0.276405,1.714296
224,1000101026,-88.889168,-0.54267,0.968115
225,1000101018,-0.14447,-2.307129,87.687927
226,1000101019,-0.060315,-2.358655,87.639824
227,1000101020,-0.093933,-2.246484,87.751495
228,1000101021,-0.105183,-1.820896,88.174828
229,1000101022,-89.351807,-0.357056,0.55481
230,1000101023,-88.81073,-1.174438,0.184021
231,1000101024,-88.835999,-0.861987,0.789697
232,1000101025,-88.267288,-0.276229,1.713735
233,1000101026,-88.891068,-0.541626,0.966028
234,1000101018,-0.145569,-2.301086,87.692871
235,1000101019,-0.069763,-2.36283,87.63308
236,1000101020,-0.099316,-2.255219,87.745407
237,1000101021,-0.105919,-1.821819,88.174835
238,1000101022,-89.324341,-0.368042,0.571289
239,1000101023,-88.809082,-1.179382,0.177429
240,1000101024,-88.837189,-0.860779,0.791345
241,1000101025,-88.267845,-0.275922,1.716262
242,1000101026,-88.895821,-0.544043,0.970367
243,1000101018,-0.142822,-2.307129,87.68573
244,1000101019,-0.073938,-2.361731,87.634964
245,1000101020,-0.096185,-2.247803,87.750175
246,1000101021,-0.106919,-1.821819,88.17292
247,1000101022,-89.329834,-0.373535,0.543823
248,1000101023,-88.816223,-1.176636,0.173584
249,1000101024,-88.823265,-0.8677,0.800244
250,1000101025,-88.267609,-0.273812,1.710637
251,1000101026,-88.88662,-0.54657,0.970148
252,1000101018,-0.142822,-2.307129,87.683533
253,1000101019,-0.059656,-2.365027,87.639435
254,1000101020,-0.104865,-2.24989,87.746727
255,1000101021,-0.105996,-1.820676,88.17498
256,1000101022,-89.346313,-0.357056,0.55481
257,1000101023,-88.806335,-1.199158,0.210938
258,1000101024,-88.826775,-0.863416,0.790466
259,1000101025,-88.26844,-0.276669,1.712801
260,1000101026,-88.887482,-0.542285,0.972235
261,1000101018,-0.142822,-2.307129,87.687378
262,1000101019,-0.056799,-2.362061,87.637268
263,1000101020,-0.107556,-2.252417,87.743729
264,1000101021,-0.103887,-1.823324,88.173111
265,1000101022,-89.34082,-0.357056,0.582275
266,1000101023,-88.806335,-1.174438,0.186768
267,1000101024,-88.82621,-0.861658,0.797937
268,1000101025,-88.265358,-0.274274,1.710308
269,1000101026,-88.884346,-0.545746,0.965149
270,1000101018,-0.14502,-2.307129,87.681885
271,1000101019,-0.072949,-2.361511,87.636719
272,1000101020,-0.103271,-2.255054,87.745255
273,1000101021,-0.103469,-1.82317,88.173256
274,1000101022,-89.362793,-0.357056,0.532837
275,1000101023,-88.807983,-1.174988,0.190613
276,1000101024,-88.835236,-0.860889,0.798157
277,1000101025,-88.268303,-0.276899,1.712725
278,1000101026,-88.891602,-0.544208,0.971356
279,1000101018,-0.142822,-2.304932,87.690125
280,1000101019,-0.060754,-2.361621,87.641075
281,1000101020,-0.105359,-2.249725,87.744423
282,1000101021,-0.106842,-1.822445,88.174248
283,1000101022,-89.324341,-0.357056,0.565796
284,1000101023,-88.826111,-1.160706,0.171936
285,1000101024,-88.831505,-0.863196,0.799805
286,1000101025,-88.265144,-0.274977,1.708143
287,1000101026,-88.885521,-0.546735,0.974762
288,1000101018,-0.152161,-2.307129,87.691223
289,1000101019,-0.062622,-2.359204,87.640022
290,1000101020,-0.103821,-2.247858,87.747345
291,1000101021,-0.103766,-1.823181,88.172783
292,1000101022,-89.34082,-0.357056,0.55481
293,1000101023,-88.814026,-1.176636,0.169739
294,1000101024,-88.829857,-0.858362,0.80365
295,1000101025,-88.268303,-0.277119,1.711077
296,1000101026,-88.889557,-0.545526,0.969324
297,1000101018,-0.15271,-2.312622,87.681885
298,1000101019,-0.064819,-2.357227,87.639824
299,1000101020,-0.107391,-2.254175,87.745392
300,1000101021,-0.104689,-1.822379,88.171829
301,1000101022,-89.318848,-0.351562,0.582275
302,1000101023,-88.799194,-1.170593,0.18512
303,1000101024,-88.835106,-0.858032,0.792224
304,1000101025,-88.267372,-0.275581,1.710088
305,1000101026,-88.88916,-0.544208,0.969873
306,1000101018,-0.143921,-2.303833,87.692322
307,1000101019,-0.078442,-2.359643,87.641014
308,1000101020,-0.103271,-2.247803,87.746002
309,1000101021,-0.106315,-1.8235,88.173897
310,1000101022,-89.34082,-0.357056,0.55481
311,1000101023,-88.809082,-1.183228,0.18457
312,1000101024,-88.830391,-0.855066,0.797717
313,1000101025,-88.267906,-0.277679,1.712933
314,1000101026,-88.890045,-0.543109,0.970917
315,1000101018,-0.141724,-2.318115,87.682983
316,1000101019,-0.061743,-2.36217,87.638359
317,1000101020,-0.102887,-2.254779,87.74498
318,1000101021,-0.106743,-1.820544,88.174507
319,1000101022,-89.324341,-0.379028,0.55481
320,1000101023,-88.823364,-1.162903,0.188416
321,1000101024,-88.825676,-0.865503,0.792004
322,1000101025,-88.269394,-0.275581,1.712988
323,1000101026,-88.882874,-0.549866,0.967621
324,1000101018,-0.142273,-2.307129,87.686279
325,1000101019,-0.070093,-2.364368,87.637833
326,1000101020,-0.092615,-2.247089,87.748314
327,1000101021,-0.102898,-1.823412,88.173042
328,1000101022,-89.362793,-0.357056,0.549316
329,1000101023,-88.828308,-1.193115,0.192261
330,1000101024,-88.829491,-0.860889,0.794751
331,1000101025,-88.27018,-0.277987,1.710758
332,1000101026,-88.886917,-0.541022,0.979486
333,1000101018,-0.14502,-2.308777,87.686829
334,1000101019,-0.055701,-2.361401,87.639687
335,1000101020,-0.104974,-2.252417,87.743698
336,1000101021,-0.102975,-1.822764,88.173195
337,1000101022,-89.329834,-0.357056,0.587769
338,1000101023,-88.816223,-1.187073,0.191162
339,1000101024,-88.83609,-0.867151,0.783325
340,1000101025,-88.271568,-0.273582,1.708693
341,1000101026,-88.884697,-0.542285,0.974158
342,1000101018,-0.15271,-2.307129,87.687378
343,1000101019,-0.075586,-2.358875,87.637932
344,1000101020,-0.104095,-2.249451,87.744743
345,1000101021,-0.106831,-1.821698,88.174576
346,1000101022,-89.324341,-0.362549,0.560303
347,1000101023,-88.808533,-1.167847,0.18457
348,1000101024,-88.836113,-0.860999,0.794751
349,1000101025,-88.269714,-0.276779,1.710439
350,1000101026,-88.882919,-0.545142,0.978333
351,1000101018,-0.147217,-2.307129,87.690125
352,1000101019,-0.061414,-2.361401,87.637482
353,1000101020,-0.094922,-2.246704,87.751396
354,1000101021,-0.102316,-1.823434,88.171959
355,1000101022,-89.313354,-0.373535,0.565796
356,1000101023,-88.814575,-1.188721,0.206543
357,1000101024,-88.836006,-0.857373,0.802771
358,1000101025,-88.269852,-0.274812,1.706309
359,1000101026,-88.878143,-0.547174,0.974213
360,1000101018,-0.140076,-2.307129,87.68573
361,1000101019,-0.074597,-2.357556,87.639374
362,1000101020,-0.093384,-2.249011,87.751701
363,1000101021,-0.108314,-1.822379,88.173058
364,1000101022,-89.351807,-0.362549,0.571289
365,1000101023,-88.827759,-1.176636,0.201599
366,1000101024,-88.837425,-0.864954,0.784644
367,1000101025,-88.270592,-0.275175,1.709725
368,1000101026,-88.879509,-0.544098,0.97273
369,1000101018,-0.14447,-2.307129,87.692871
370,1000101019,-0.075146,-2.359973,87.638031
371,1000101020,-0.098657,-2.252472,87.74427
372,1000101021,-0.102327,-1.823104,88.174042
373,1000101022,-89.34082,-0.346069,0.55481
374,1000101023,-88.805237,-1.182678,0.199402
375,1000101024,-88.830505,-0.860999,0.783435
376,1000101025,-88.267265,-0.27512,1.709121
377,1000101026,-88.883789,-0.549976,0.978333
378,1000101018,-0.141724,-2.308228,87.690125
379,1000101019,-0.061414,-2.362061,87.639397
380,1000101020,-0.102612,-2.2539,87.743019
381,1000101021,-0.109094,-1.822906,88.172951
382,1000101022,-89.324341,-0.368042,0.576782
383,1000101023,-88.813477,-1.175537,0.211487
384,1000101024,-88.830597,-0.863086,0.783875
385,1000101025,-88.270432,-0.276075,1.706825
386,1000101026,-88.886452,-0.543713,0.980035
387,1000101018,-0.13678,-2.302185,87.692871
388,1000101019,-0.074268,-2.359643,87.638924
389,1000101020,-0.094647,-2.244012,87.752594
390,1000101021,-0.107842,-1.821083,88.175926
391,1000101022,-89.34082,-0.362549,0.55481
392,1000101023,-88.80249,-1.185425,0.199951
393,1000101024,-88.838516,-0.861218,0.796728
394,1000101025,-88.270592,-0.275515,1.708407
395,1000101026,-88.882637,-0.540637,0.97218
396,1000101018,-0.148315,-2.307129,87.686279
397,1000101019,-0.07207,-2.36283,87.639259
398,1000101020,-0.101898,-2.252362,87.742569
399,1000101021,-0.107963,-1.822192,88.171494
400,1000101022,-89.351807,-0.351562,0.543823
401,1000101023,-88.81073,-1.176086,0.195557
402,1000101024,-88.832146,-0.856274,0.793433
403,1000101025,-88.266968,-0.275394,1.709637
404,1000101026,-88.889923,-0.546954,0.970752
405,1000101018,-0.153259,-2.307129,87.689026
406,1000101019,-0.074158,-2.361291,87.639023
407,1000101020,-0.105084,-2.249945,87.744835
408,1000101021,-0.107622,-1.820237,88.174278
409,1000101022,-89.351807,-0.340576,0.560303
410,1000101023,-88.813477,-1.187622,0.221924
411,1000101024,-88.833145,-0.859021,0.776074
412,1000101025,-88.269127,-0.274219,1.70833
413,1000101026,-88.881767,-0.545087,0.975531
414,1000101018,-0.154907,-2.313721,87.681885
415,1000101019,-0.075037,-2.357556,87.639938
416,1000101020,-0.105743,-2.25011,87.748718
417,1000101021,-0.103282,-1.822368,88.171745
418,1000101022,-89.346313,-0.357056,0.543823
419,1000101023,-88.814026,-1.169495,0.223572
420,1000101024,-88.832703,-0.858252,0.78739
421,1000101025,-88.275314,-0.277273,1.70566
422,1000101026,-88.881813,-0.540967,0.981189
423,1000101018,-0.142822,-2.307678,87.68573
424,1000101019,-0.065588,-2.359424,87.641266
425,1000101020,-0.108105,-2.252801,87.744186
426,1000101021,-0.103425,-1.823247,88.172417
427,1000101022,-89.34082,-0.346069,0.560303
428,1000101023,-88.798645,-1.183228,0.213135
429,1000101024,-88.829163,-0.866602,0.788599
430,1000101025,-88.27063,-0.276658,1.708165
431,1000101026,-88.88829,-0.541681,0.973718
432,1000101018,-0.149963,-2.304932,87.692871
433,1000101019,-0.069763,-2.358325,87.638596
434,1000101020,-0.103766,-2.253351,87.748924
435,1000101021,-0.103239,-1.824357,88.171852
436,1000101022,-89.324341,-0.373535,0.582275
437,1000101023,-88.814026,-1.170593,0.212036
438,1000101024,-88.830742,-0.863306,0.79541
439,1000101025,-88.272018,-0.275757,1.709659
440,1000101026,-88.888893,-0.545471,0.980859
441,1000101018,-0.140625,-2.307129,87.689026
442,1000101019,-0.068005,-2.358545,87.641289
443,1000101020,-0.105084,-2.251593,87.742165
444,1000101021,-0.106974,-1.821303,88.174904
445,1000101022,-89.324341,-0.346069,0.576782
446,1000101023,-88.820068,-1.171692,0.201599
447,1000101024,-88.832588,-0.858582,0.786291
448,1000101025,-88.274155,-0.275878,1.710154
449,1000101026,-88.88401,-0.54223,0.974817
450,1000101018,-0.142273,-2.310974,87.687927
451,1000101019,-0.060095,-2.36217,87.638153
452,1000101020,-0.10426,-2.252692,87.745964
453,1000101021,-0.107688,-1.821995,88.173851
454,1000101022,-89.318848,-0.357056,0.576782
455,1000101023,-88.805237,-1.176086,0.214233
456,1000101024,-88.834045,-0.858691,0.786951
457,1000101025,-88.272697,-0.276493,1.707418
458,1000101026,-88.887848,-0.543329,0.982892
459,1000101018,-0.142822,-2.307129,87.692871
460,1000101019,-0.072729,-2.356897,87.638046
461,1000101020,-0.097394,-2.245166,87.750847
462,1000101021,-0.108073,-1.822643,88.173874
463,1000101022,-89.329834,-0.362549,0.565796
464,1000101023,-88.795349,-1.18158,0.22522
465,1000101024,-88.837204,-0.864404,0.802222
466,1000101025,-88.272362,-0.276844,1.705836
467,1000101026,-88.888191,-0.544812,0.977234
468,1000101018,-0.148315,-2.303833,87.689575
469,1000101019,-0.068555,-2.3625,87.636719
470,1000101020,-0.104425,-2.247363,87.744873
471,1000101021,-0.107996,-1.821204,88.17392
472,1000101022,-89.34082,-0.346069,0.560303
473,1000101023,-88.803589,-1.178284,0.20874
474,1000101024,-88.826767,-0.856494,0.798376
475,1000101025,-88.272545,-0.276108,1.708781
476,1000101026,-88.887001,-0.546515,0.977454
477,1000101018,-0.140625,-2.301636,87.692871
478,1000101019,-0.065698,-2.361951,87.641045
479,1000101020,-0.091571,-2.246924,87.756317
480,1000101021,-0.106787,-1.822192,88.172829
481,1000101022,-89.324341,-0.373535,0.55481
482,1000101023,-88.814575,-1.175537,0.18512
483,1000101024,-88.829514,-0.865063,0.797827
484,1000101025,-88.27359,-0.274955,1.703914
485,1000101026,-88.884567,-0.547504,0.981628
486,1000101018,-0.142822,-2.308777,87.687927
487,1000101019,-0.063391,-2.360852,87.638359
488,1000101020,-0.093823,-2.2461,87.752151
489,1000101021,-0.104183,-1.822412,88.173096
490,1000101022,-89.329834,-0.368042,0.560303
491,1000101023,-88.808533,-1.18103,0.210388
492,1000101024,-88.834122,-0.85957,0.792334
493,1000101025,-88.27346,-0.276482,1.705122
494,1000101026,-88.884933,-0.547998,0.977948
495,1000101018,-0.149963,-2.307129,87.690674
496,1000101019,-0.060095,-2.359314,87.642464
497,1000101020,-0.110577,-2.253296,87.745438
498,1000101021,-0.102524,-1.823313,88.171974
499,1000101022,-89.329834,-0.368042,0.55481
500,1000101023,-88.81842,-1.165649,0.216431
501,1000101024,-88.834671,-0.862097,0.794861
502,1000101025,-88.274506,-0.278196,1.708682
503,1000101026,-88.880661,-0.548273,0.984814
504,1000101018,-0.142822,-2.30658,87.68573
505,1000101019,-0.070972,-2.36228,87.63871
506,1000101020,-0.102338,-2.249011,87.750114
507,1000101021,-0.10571,-1.820852,88.175247
508,1000101022,-89.329834,-0.357056,0.582275
509,1000101023,-88.81073,-1.167847,0.245544
510,1000101024,-88.825783,-0.865613,0.788599
511,1000101025,-88.273407,-0.276163,1.707056
512,1000101026,-88.881348,-0.545526,0.983551
513,1000101018,-0.142822,-2.302734,87.69342
514,1000101019,-0.070203,-2.358215,87.638908
515,1000101020,-0.088989,-2.247748,87.751266
516,1000101021,-0.105656,-1.821017,88.175377
517,1000101022,-89.329834,-0.357056,0.571289
518,1000101023,-88.820618,-1.168396,0.214783
519,1000101024,-88.833145,-0.857483,0.78761
520,1000101025,-88.271538,-0.277185,1.707429
521,1000101026,-88.887337,-0.54679,0.97597
522,1000101018,-0.153259,-2.304382,87.692871
523,1000101019,-0.074158,-2.361182,87.638245
524,1000101020,-0.104535,-2.253076,87.743454
525,1000101021,-0.103304,-1.821621,88.172722
526,1000101022,-89.335327,-0.373535,0.549316
527,1000101023,-88.817871,-1.162354,0.214783
528,1000101024,-88.831932,-0.862317,0.80376
529,1000101025,-88.275261,-0.276218,1.707253
530,1000101026,-88.879364,-0.54624,0.983112
531,1000101018,-0.142822,-2.307129,87.684631
532,1000101019,-0.06416,-2.360413,87.637932
533,1000101020,-0.096735,-2.246594,87.75164
534,1000101021,-0.107325,-1.821489,88.175034
535,1000101022,-89.351807,-0.346069,0.55481
536,1000101023,-88.801392,-1.165649,0.235657
537,1000101024,-88.834587,-0.863635,0.792554
538,1000101025,-88.274658,-0.277965,1.705155
539,1000101026,-88.887474,-0.545087,0.979651
540,1000101018,-0.137878,-2.30658,87.692871
541,1000101019,-0.058997,-2.36239,87.634514
542,1000101020,-0.109644,-2.251263,87.748474
543,1000101021,-0.105743,-1.823016,88.174698
544,1000101022,-89.34082,-0.368042,0.55481
545,1000101023,-88.81842,-1.177734,0.22467
546,1000101024,-88.830605,-0.864075,0.80376
547,1000101025,-88.27536,-0.277438,1.705891
548,1000101026,-88.8834,-0.545966,0.971851
549,1000101018,-0.14447,-2.31427,87.682434
550,1000101019,-0.067126,-2.360523,87.637932
551,1000101020,-0.101898,-2.255933,87.742332
552,1000101021,-0.10203,-1.822698,88.17263
553,1000101022,-89.351807,-0.368042,0.549316
554,1000101023,-88.801392,-1.175537,0.215881
555,1000101024,-88.837425,-0.862866,0.792444
556,1000101025,-88.272934,-0.275416,1.702672
557,1000101026,-88.876862,-0.544702,0.977783
558,1000101018,-0.143372,-2.307678,87.683533
559,1000101019,-0.076135,-2.363818,87.639801
560,1000101020,-0.102667,-2.254559,87.744347
561,1000101021,-0.108776,-1.821808,88.172417
562,1000101022,-89.318848,-0.368042,0.582275
563,1000101023,-88.816772,-1.164551,0.213135
564,1000101024,-88.83049,-0.863855,0.784644
565,1000101025,-88.273209,-0.274087,1.708165
566,1000101026,-88.883171,-0.54613,0.982947
567,1000101018,-0.15271,-2.312073,87.683533
568,1000101019,-0.06416,-2.359204,87.640251
569,1000101020,-0.094867,-2.247034,87.752151
570,1000101021,-0.106249,-1.82261,88.1717
571,1000101022,-89.329834,-0.346069,0.571289
572,1000101023,-88.810181,-1.172241,0.23291
573,1000101024,-88.821609,-0.862646,0.799255
574,1000101025,-88.275124,-0.274856,1.702343
575,1000101026,-88.882248,-0.547449,0.983331
576,1000101018,-0.141724,-2.309875,87.687378
577,1000101019,-0.059436,-2.361621,87.637268
578,1000101020,-0.107117,-2.248956,87.747841
579,1000101021,-0.102393,-1.823401,88.170792
580,1000101022,-89.346313,-0.368042,0.549316
