0.113379,-0.783929,89.206856,0
-9.916643,-0.781414,80.049446,10
-19.952059,-0.762056,70.030563,20
-29.991766,-0.732887,59.998375,30
-40.020718,-0.686437,49.966904,40
-50.053226,-0.631044,39.939503,50
-60.080803,-0.564829,29.91403,60
-70.101433,-0.489309,19.891178,70
-80.108261,-0.40856,9.883083,80
-89.65921,-0.32837,-0.118938,90
-79.897964,-0.242391,-10.105175,100
-69.934219,-0.159807,-20.068705,110
-59.992241,-0.086792,-30.015268,120
-50.047386,-0.012184,-39.957218,130
-40.121193,0.050713,-49.887466,140
-30.186968,0.09913,-59.820175,150
-20.240723,0.137823,-69.762672,160
-10.280456,0.160785,-79.717705,170
-0.300278,0.172222,-89.650734,180
9.68733,0.16853,-80.311905,190
19.694853,0.152875,-70.303459,200
29.707932,0.122783,-60.289593,210
39.735096,0.077498,-50.269585,220
49.759987,0.020731,-40.239223,230
59.79174,-0.045088,-30.211637,240
69.817947,-0.117686,-20.180239,250
79.842278,-0.196007,-10.156224,260
89.689095,-0.277361,-0.13856,270
80.114983,-0.359923,9.871619,280
70.12059,-0.442156,19.867479,290
60.126236,-0.520664,29.85791,300
50.140263,-0.588702,39.841991,310
40.150757,-0.649017,49.835278,320
30.157328,-0.703641,59.826939,330
20.157663,-0.742017,69.82695,340
10.138432,-0.767274,79.827522,350
0.115082,-0.777601,89.210945,360
0.077816,-0.752289,89.243843,0
0.093142,9.272331,80.71933,10
0.0998,19.3169,70.676987,20
0.098152,29.373865,60.621037,30
0.092878,39.437298,50.555496,40
0.077926,49.514442,40.478382,50
0.059755,59.59399,30.394365,60
0.038925,69.68631,20.310652,70
0.008844,79.771515,10.224891,80
-0.020182,89.846321,0.14636,90
-0.052635,80.077301,-9.919219,100
-0.082463,70.035088,-19.963156,110
-0.118773,60.013706,-29.987637,120
-0.149359,50.011341,-39.985733,130
-0.179857,40.027405,-49.973118,140
-0.205411,30.0553,-59.94482,150
-0.227966,20.083923,-69.915276,160
-0.249159,10.11441,-79.883827,170
-0.271813,0.142657,-89.696915,180
-0.283096,-9.830705,-80.17115,190
-0.292709,-19.803612,-70.203163,200
-0.297334,-29.775688,-60.230019,210
-0.293445,-39.744823,-50.2598,220
-0.288655,-49.713562,-40.287899,230
-0.275999,-59.686661,-30.314297,240
-0.256992,-69.662987,-20.338762,250
-0.23202,-79.639572,-10.361422,260
-0.20718,-89.564346,-0.39119,270
-0.173551,-80.419624,9.573595,280
-0.143053,-70.471825,19.526281,290
-0.102448,-60.526474,29.472141,300
-0.069225,-50.589607,39.410065,310
-0.031091,-40.651459,49.347633,320
0.001505,-30.705153,59.295788,330
0.029015,-20.73942,69.262512,340
0.058293,-10.755686,79.244751,350
0.0802,-0.752673,89.244934,360
0.113137,-0.779282,89.210968,360
30.151791,-0.701466,59.838894,330
60.124203,-0.518895,29.863211,300
89.698875,-0.277932,-0.136055,270
59.790264,-0.044648,-30.209616,240
29.708858,0.121432,-60.290512,210
-0.309661,0.174045,-89.649376,180
-30.185089,0.102008,-59.821728,150
-59.982868,-0.080266,-30.018225,120
-89.660034,-0.32558,-0.118125,90
-60.077564,-0.559775,29.914175,60
-29.986525,-0.728558,60.000671,30
0.119498,-0.778568,89.213997,0
0.080848,-0.74874,89.2463,360
0.004647,-30.703587,59.296135,330
-0.102272,-60.527954,29.473177,300
-0.203687,-89.566055,-0.386049,270
-0.278844,-59.689625,-30.317064,240
-0.294247,-29.773724,-60.227348,210
-0.271241,0.144196,-89.699539,180
-0.20618,30.05846,-59.9436,150
-0.119498,60.017139,-29.980995,120
-0.020841,89.845116,0.147898,90
0.061941,59.594353,30.398195,60
0.098855,29.373981,60.618824,30
0.080288,-0.749663,89.246857,0
