,UID,VBAT,DID,YEAR,MON,DAY,HOUR,MIN,SEC,X,Y,Z,T,,,,,,,,,,,,,,,,2
497,1000101020,3576,55,19,9,30,13,55,0,-0.110577,-2.253296,87.745438,18.4,,,,,,,,,,,,,,,,
498,1000101021,3544,55,19,9,30,13,55,0,-0.102524,-1.823313,88.171974,18.5,,,,,,,,,,,,,,,,
499,1000101022,3570,55,19,9,30,13,55,0,-89.329834,-0.368042,0.55481,18.299999,,,,,,,,,,,,,,,,
500,1000101023,3595,55,19,9,30,13,55,0,-88.81842,-1.165649,0.216431,18.4,,,,,,,,,,,,,,,,
501,1000101024,3633,55,19,9,30,13,55,0,-88.834671,-0.862097,0.794861,19.5,,,,,,,,,,,,,,,,
502,1000101025,3580,55,19,9,30,13,55,0,-88.274506,-0.278196,1.708682,18.700001,,,,,,,,,,,,,,,,
503,1000101026,3581,55,19,9,30,13,55,0,-88.880661,-0.548273,0.984814,18.700001,,,,,,,,,,,,,,,,
504,1000101018,3563,56,19,9,30,13,56,0,-0.142822,-2.30658,87.68573,18.1,,,,,,,,,,,,,,,,
505,1000101019,3565,56,19,9,30,13,56,0,-0.070972,-2.36228,87.63871,18.799999,,,,,,,,,,,,,,,,
506,1000101020,3576,56,19,9,30,13,56,0,-0.102338,-2.249011,87.750114,18.4,,,,,,,,,,,,,,,,
507,1000101021,3543,56,19,9,30,13,56,0,-0.10571,-1.820852,88.175247,18.5,,,,,,,,,,,,,,,,
508,1000101022,3570,56,19,9,30,13,56,0,-89.329834,-0.357056,0.582275,18.299999,,,,,,,,,,,,,,,,
509,1000101023,3595,56,19,9,30,13,56,0,-88.81073,-1.167847,0.245544,18.4,,,,,,,,,,,,,,,,
510,1000101024,3633,56,19,9,30,13,56,0,-88.825783,-0.865613,0.788599,19.5,,,,,,,,,,,,,,,,
511,1000101025,3580,56,19,9,30,13,56,0,-88.273407,-0.276163,1.707056,18.700001,,,,,,,,,,,,,,,,
512,1000101026,3581,56,19,9,30,13,56,0,-88.881348,-0.545526,0.983551,18.700001,,,,,,,,,,,,,,,,
513,1000101018,3564,57,19,9,30,13,57,0,-0.142822,-2.302734,87.69342,18.1,,,,,,,,,,,,,,,,
514,1000101019,3565,57,19,9,30,13,57,0,-0.070203,-2.358215,87.638908,18.9,,,,,,,,,,,,,,,,
515,1000101020,3575,57,19,9,30,13,57,0,-0.088989,-2.247748,87.751266,18.4,,,,,,,,,,,,,,,,
516,1000101021,3542,57,19,9,30,13,57,0,-0.105656,-1.821017,88.175377,18.5,,,,,,,,,,,,,,,,
517,1000101022,3570,57,19,9,30,13,57,0,-89.329834,-0.357056,0.571289,18.299999,,,,,,,,,,,,,,,,
518,1000101023,3595,57,19,9,30,13,57,0,-88.820618,-1.168396,0.214783,18.4,,,,,,,,,,,,,,,,
519,1000101024,3631,57,19,9,30,13,57,0,-88.833145,-0.857483,0.78761,19.5,,,,,,,,,,,,,,,,
520,1000101025,3580,57,19,9,30,13,57,0,-88.271538,-0.277185,1.707429,18.700001,,,,,,,,,,,,,,,,
521,1000101026,3581,57,19,9,30,13,57,0,-88.887337,-0.54679,0.97597,18.700001,,,,,,,,,,,,,,,,
522,1000101018,3563,58,19,9,30,13,58,0,-0.153259,-2.304382,87.692871,18.1,,,,,,,,,,,,,,,,
523,1000101019,3565,58,19,9,30,13,58,0,-0.074158,-2.361182,87.638245,18.9,,,,,,,,,,,,,,,,
524,1000101020,3575,58,19,9,30,13,58,0,-0.104535,-2.253076,87.743454,18.4,,,,,,,,,,,,,,,,
525,1000101021,3543,58,19,9,30,13,58,0,-0.103304,-1.821621,88.172722,18.4,,,,,,,,,,,,,,,,
526,1000101022,3570,58,19,9,30,13,58,0,-89.335327,-0.373535,0.549316,18.299999,,,,,,,,,,,,,,,,
527,1000101023,3595,58,19,9,30,13,58,0,-88.817871,-1.162354,0.214783,18.4,,,,,,,,,,,,,,,,
528,1000101024,3633,58,19,9,30,13,58,0,-88.831932,-0.862317,0.80376,19.5,,,,,,,,,,,,,,,,
529,1000101025,3580,58,19,9,30,13,58,0,-88.275261,-0.276218,1.707253,18.700001,,,,,,,,,,,,,,,,
530,1000101026,3581,58,19,9,30,13,58,0,-88.879364,-0.54624,0.983112,18.700001,,,,,,,,,,,,,,,,
531,1000101018,3563,59,19,9,30,13,59,0,-0.142822,-2.307129,87.684631,18.1,,,,,,,,,,,,,,,,
532,1000101019,3564,59,19,9,30,13,59,0,-0.06416,-2.360413,87.637932,18.9,,,,,,,,,,,,,,,,
533,1000101020,3575,59,19,9,30,13,59,0,-0.096735,-2.246594,87.75164,18.4,,,,,,,,,,,,,,,,
534,1000101021,3542,59,19,9,30,13,59,0,-0.107325,-1.821489,88.175034,18.5,,,,,,,,,,,,,,,,
535,1000101022,3567,59,19,9,30,13,59,0,-89.351807,-0.346069,0.55481,18.299999,,,,,,,,,,,,,,,,
536,1000101023,3594,59,19,9,30,13,59,0,-88.801392,-1.165649,0.235657,18.299999,,,,,,,,,,,,,,,,
537,1000101024,3633,59,19,9,30,13,59,0,-88.834587,-0.863635,0.792554,19.5,,,,,,,,,,,,,,,,
538,1000101025,3579,59,19,9,30,13,59,0,-88.274658,-0.277965,1.705155,18.6,,,,,,,,,,,,,,,,
539,1000101026,3581,59,19,9,30,13,59,0,-88.887474,-0.545087,0.979651,18.700001,,,,,,,,,,,,,,,,
540,1000101018,3564,60,19,9,30,14,0,0,-0.137878,-2.30658,87.692871,18.1,,,,,,,,,,,,,,,,
541,1000101019,3565,60,19,9,30,14,0,0,-0.058997,-2.36239,87.634514,18.9,,,,,,,,,,,,,,,,
542,1000101020,3575,60,19,9,30,14,0,0,-0.109644,-2.251263,87.748474,18.4,,,,,,,,,,,,,,,,
543,1000101021,3543,60,19,9,30,14,0,0,-0.105743,-1.823016,88.174698,18.5,,,,,,,,,,,,,,,,
544,1000101022,3569,60,19,9,30,14,0,0,-89.34082,-0.368042,0.55481,18.299999,,,,,,,,,,,,,,,,
545,1000101023,3594,60,19,9,30,14,0,0,-88.81842,-1.177734,0.22467,18.4,,,,,,,,,,,,,,,,
546,1000101024,3631,60,19,9,30,14,0,0,-88.830605,-0.864075,0.80376,19.5,,,,,,,,,,,,,,,,
547,1000101025,3579,60,19,9,30,14,0,0,-88.27536,-0.277438,1.705891,18.700001,,,,,,,,,,,,,,,,
548,1000101026,3581,60,19,9,30,14,0,0,-88.8834,-0.545966,0.971851,18.700001,,,,,,,,,,,,,,,,
549,1000101018,3564,61,19,9,30,14,1,0,-0.14447,-2.31427,87.682434,18.1,,,,,,,,,,,,,,,,
550,1000101019,3564,61,19,9,30,14,1,0,-0.067126,-2.360523,87.637932,18.9,,,,,,,,,,,,,,,,
551,1000101020,3575,61,19,9,30,14,1,0,-0.101898,-2.255933,87.742332,18.4,,,,,,,,,,,,,,,,
552,1000101021,3542,61,19,9,30,14,1,0,-0.10203,-1.822698,88.17263,18.4,,,,,,,,,,,,,,,,
553,1000101022,3569,61,19,9,30,14,1,0,-89.351807,-0.368042,0.549316,18.299999,,,,,,,,,,,,,,,,
554,1000101023,3594,61,19,9,30,14,1,0,-88.801392,-1.175537,0.215881,18.4,,,,,,,,,,,,,,,,
555,1000101024,3631,61,19,9,30,14,1,0,-88.837425,-0.862866,0.792444,19.5,,,,,,,,,,,,,,,,
556,1000101025,3579,61,19,9,30,14,1,0,-88.272934,-0.275416,1.702672,18.700001,,,,,,,,,,,,,,,,
557,1000101026,3580,61,19,9,30,14,1,0,-88.876862,-0.544702,0.977783,18.700001,,,,,,,,,,,,,,,,
558,1000101018,3561,62,19,9,30,14,2,0,-0.143372,-2.307678,87.683533,18.1,,,,,,,,,,,,,,,,
559,1000101019,3565,62,19,9,30,14,2,0,-0.076135,-2.363818,87.639801,18.9,,,,,,,,,,,,,,,,
560,1000101020,3571,62,19,9,30,14,2,0,-0.102667,-2.254559,87.744347,18.4,,,,,,,,,,,,,,,,
561,1000101021,3542,62,19,9,30,14,2,0,-0.108776,-1.821808,88.172417,18.5,,,,,,,,,,,,,,,,
562,1000101022,3569,62,19,9,30,14,2,0,-89.318848,-0.368042,0.582275,18.299999,,,,,,,,,,,,,,,,
563,1000101023,3594,62,19,9,30,14,2,0,-88.816772,-1.164551,0.213135,18.4,,,,,,,,,,,,,,,,
564,1000101024,3631,62,19,9,30,14,2,0,-88.83049,-0.863855,0.784644,19.5,,,,,,,,,,,,,,,,
565,1000101025,3579,62,19,9,30,14,2,0,-88.273209,-0.274087,1.708165,18.700001,,,,,,,,,,,,,,,,
566,1000101026,3581,62,19,9,30,14,2,0,-88.883171,-0.54613,0.982947,18.700001,,,,,,,,,,,,,,,,
567,1000101018,3561,63,19,9,30,14,3,0,-0.15271,-2.312073,87.683533,18.1,,,,,,,,,,,,,,,,
568,1000101019,3563,63,19,9,30,14,3,0,-0.06416,-2.359204,87.640251,18.9,,,,,,,,,,,,,,,,
569,1000101020,3569,63,19,9,30,14,3,0,-0.094867,-2.247034,87.752151,18.4,,,,,,,,,,,,,,,,
570,1000101021,3541,63,19,9,30,14,3,0,-0.106249,-1.82261,88.1717,18.5,,,,,,,,,,,,,,,,
571,1000101022,3567,63,19,9,30,14,3,0,-89.329834,-0.346069,0.571289,18.299999,,,,,,,,,,,,,,,,
572,1000101023,3596,63,19,9,30,14,3,0,-88.810181,-1.172241,0.23291,18.4,,,,,,,,,,,,,,,,
573,1000101024,3634,63,19,9,30,14,3,0,-88.821609,-0.862646,0.799255,19.5,,,,,,,,,,,,,,,,
574,1000101025,3579,63,19,9,30,14,3,0,-88.275124,-0.274856,1.702343,18.700001,,,,,,,,,,,,,,,,
575,1000101026,3580,63,19,9,30,14,3,0,-88.882248,-0.547449,0.983331,18.700001,,,,,,,,,,,,,,,,
576,1000101018,3561,64,19,9,30,14,4,0,-0.141724,-2.309875,87.687378,18.1,,,,,,,,,,,,,,,,
577,1000101019,3563,64,19,9,30,14,4,0,-0.059436,-2.361621,87.637268,18.9,,,,,,,,,,,,,,,,
578,1000101020,3569,64,19,9,30,14,4,0,-0.107117,-2.248956,87.747841,18.4,,,,,,,,,,,,,,,,
579,1000101021,3539,64,19,9,30,14,4,0,-0.102393,-1.823401,88.170792,18.5,,,,,,,,,,,,,,,,
580,1000101022,3561,64,19,9,30,14,4,0,-89.346313,-0.368042,0.549316,18.299999,,,,,,,,,,,,,,,,
581,1000101023,3591,64,19,9,30,14,4,0,-88.807434,-1.157959,0.240051,18.4,,,,,,,,,,,,,,,,
582,1000101024,3630,64,19,9,30,14,4,0,-88.826637,-0.856714,0.792664,19.5,,,,,,,,,,,,,,,,
583,1000101025,3579,64,19,9,30,14,4,0,-88.274239,-0.278987,1.709615,18.700001,,,,,,,,,,,,,,,,
584,1000101026,3581,64,19,9,30,14,4,0,-88.879082,-0.545746,0.973169,18.700001,,,,,,,,,,,,,,,,
585,1000101018,3561,65,19,9,30,14,5,0,-0.138428,-2.30603,87.686829,18.1,,,,,,,,,,,,,,,,
586,1000101019,3561,65,19,9,30,14,5,0,-0.065808,-2.361182,87.640137,18.9,,,,,,,,,,,,,,,,
587,1000101020,3569,65,19,9,30,14,5,0,-0.103217,-2.251758,87.746185,18.4,,,,,,,,,,,,,,,,
588,1000101021,3541,65,19,9,30,14,5,0,-0.107809,-1.822972,88.172462,18.5,,,,,,,,,,,,,,,,
589,1000101022,3561,65,19,9,30,14,5,0,-89.335327,-0.373535,0.571289,18.299999,,,,,,,,,,,,,,,,
590,1000101023,3590,65,19,9,30,14,5,0,-88.804688,-1.168396,0.235657,18.299999,,,,,,,,,,,,,,,,
591,1000101024,3629,65,19,9,30,14,5,0,-88.831825,-0.864954,0.80387,19.5,,,,,,,,,,,,,,,,
592,1000101025,3576,65,19,9,30,14,5,0,-88.275276,-0.277581,1.706913,18.700001,,,,,,,,,,,,,,,,
593,1000101026,3579,65,19,9,30,14,5,0,-88.881775,-0.546185,0.982617,18.700001,,,,,,,,,,,,,,,,
594,1000101017,3532,66,19,9,30,14,6,0,-0.142822,-1.763306,88.231201,19,,,,,,,,,,,,,,,,
595,1000101018,3560,66,19,9,30,14,6,0,-0.153809,-2.305481,87.68573,18.1,,,,,,,,,,,,,,,,
596,1000101019,3561,66,19,9,30,14,6,0,-0.05647,-2.359973,87.635712,18.9,,,,,,,,,,,,,,,,
597,1000101020,3570,66,19,9,30,14,6,0,-0.097394,-2.254724,87.742279,18.4,,,,,,,,,,,,,,,,
598,1000101021,3539,66,19,9,30,14,6,0,-0.105425,-1.822379,88.174362,18.5,,,,,,,,,,,,,,,,
599,1000101022,3563,66,19,9,30,14,6,0,-89.34082,-0.357056,0.565796,18.299999,,,,,,,,,,,,,,,,
600,1000101023,3590,66,19,9,30,14,6,0,-88.81073,-1.162354,0.234009,18.299999,,,,,,,,,,,,,,,,
601,1000101024,3630,66,19,9,30,14,6,0,-88.830719,-0.864075,0.793872,19.5,,,,,,,,,,,,,,,,
602,1000101025,3576,66,19,9,30,14,6,0,-88.274033,-0.276405,1.706364,18.700001,,,,,,,,,,,,,,,,
603,1000101026,3580,66,19,9,30,14,6,0,-88.882019,-0.541956,0.975641,18.700001,,,,,,,,,,,,,,,,
604,1000101017,3535,67,19,9,30,14,7,0,-0.131836,-1.774292,88.220215,19,,,,,,,,,,,,,,,,
605,1000101018,3560,67,19,9,30,14,7,0,-0.138977,-2.307129,87.690674,18.1,,,,,,,,,,,,,,,,
606,1000101019,3563,67,19,9,30,14,7,0,-0.057349,-2.362939,87.638145,18.9,,,,,,,,,,,,,,,,
607,1000101020,3569,67,19,9,30,14,7,0,-0.094922,-2.247089,87.750458,18.4,,,,,,,,,,,,,,,,
608,1000101021,3539,67,19,9,30,14,7,0,-0.104854,-1.82049,88.175232,18.5,,,,,,,,,,,,,,,,
609,1000101022,3563,67,19,9,30,14,7,0,-89.362793,-0.346069,0.543823,18.299999,,,,,,,,,,,,,,,,
610,1000101023,3590,67,19,9,30,14,7,0,-88.803589,-1.160706,0.232361,18.4,,,,,,,,,,,,,,,,
611,1000101024,3630,67,19,9,30,14,7,0,-88.838287,-0.869348,0.792773,19.5,,,,,,,,,,,,,,,,
612,1000101025,3576,67,19,9,30,14,7,0,-88.273483,-0.276262,1.703353,18.700001,,,,,,,,,,,,,,,,
613,1000101026,3579,67,19,9,30,14,7,0,-88.887909,-0.54646,0.978827,18.700001,,,,,,,,,,,,,,,,
614,1000101017,3536,68,19,9,30,14,8,0,-0.131836,-1.774292,88.220215,19,,,,,,,,,,,,,,,,
615,1000101018,3560,68,19,9,30,14,8,0,-0.143372,-2.318115,87.684631,18.1,,,,,,,,,,,,,,,,
616,1000101019,3561,68,19,9,30,14,8,0,-0.066467,-2.361182,87.63781,18.9,,,,,,,,,,,,,,,,
617,1000101020,3569,68,19,9,30,14,8,0,-0.104974,-2.251483,87.745781,18.4,,,,,,,,,,,,,,,,
618,1000101021,3539,68,19,9,30,14,8,0,-0.102162,-1.822357,88.173477,18.5,,,,,,,,,,,,,,,,
619,1000101022,3563,68,19,9,30,14,8,0,-89.324341,-0.373535,0.565796,18.299999,,,,,,,,,,,,,,,,
620,1000101023,3590,68,19,9,30,14,8,0,-88.805237,-1.185425,0.241699,18.4,,,,,,,,,,,,,,,,
621,1000101024,3630,68,19,9,30,14,8,0,-88.831497,-0.859241,0.78783,19.5,,,,,,,,,,,,,,,,
622,1000101025,3576,68,19,9,30,14,8,0,-88.274857,-0.274658,1.705364,18.700001,,,,,,,,,,,,,,,,
623,1000101026,3579,68,19,9,30,14,8,0,-88.882423,-0.546844,0.979047,18.700001,,,,,,,,,,,,,,,,
624,1000101017,3536,69,19,9,30,14,9,0,-0.131836,-1.768799,88.220215,19,,,,,,,,,,,,,,,,
625,1000101018,3561,69,19,9,30,14,9,0,-0.151062,-2.305481,87.686829,18.1,,,,,,,,,,,,,,,,
626,1000101019,3561,69,19,9,30,14,9,0,-0.061084,-2.360193,87.63974,18.9,,,,,,,,,,,,,,,,
627,1000101020,3569,69,19,9,30,14,9,0,-0.09267,-2.246759,87.753441,18.4,,,,,,,,,,,,,,,,
628,1000101021,3539,69,19,9,30,14,9,0,-0.106732,-1.821291,88.175705,18.5,,,,,,,,,,,,,,,,
629,1000101022,3563,69,19,9,30,14,9,0,-89.362793,-0.357056,0.55481,18.299999,,,,,,,,,,,,,,,,
630,1000101023,3590,69,19,9,30,14,9,0,-88.812927,-1.176636,0.258728,18.4,,,,,,,,,,,,,,,,
631,1000101024,3630,69,19,9,30,14,9,0,-88.825783,-0.858142,0.790576,19.5,,,,,,,,,,,,,,,,
632,1000101025,3576,69,19,9,30,14,9,0,-88.274651,-0.277185,1.701804,18.700001,,,,,,,,,,,,,,,,
633,1000101026,3579,69,19,9,30,14,9,0,-88.88179,-0.547009,0.981244,18.700001,,,,,,,,,,,,,,,,
634,1000101017,3536,70,19,9,30,14,10,0,-0.137329,-1.774292,88.220215,19,,,,,,,,,,,,,,,,
635,1000101018,3560,70,19,9,30,14,10,0,-0.142822,-2.303833,87.687927,18.1,,,,,,,,,,,,,,,,
636,1000101019,3561,70,19,9,30,14,10,0,-0.062183,-2.360083,87.641602,18.9,,,,,,,,,,,,,,,,
637,1000101020,3569,70,19,9,30,14,10,0,-0.104205,-2.255109,87.745361,18.4,,,,,,,,,,,,,,,,
638,1000101021,3539,70,19,9,30,14,10,0,-0.104755,-1.821335,88.175362,18.5,,,,,,,,,,,,,,,,
639,1000101022,3563,70,19,9,30,14,10,0,-89.34082,-0.357056,0.55481,18.299999,,,,,,,,,,,,,,,,
640,1000101023,3590,70,19,9,30,14,10,0,-88.804688,-1.164551,0.22467,18.4,,,,,,,,,,,,,,,,
641,1000101024,3630,70,19,9,30,14,10,0,-88.83017,-0.863855,0.782117,19.5,,,,,,,,,,,,,,,,
642,1000101025,3576,70,19,9,30,14,10,0,-88.275841,-0.27602,1.704595,18.700001,,,,,,,,,,,,,,,,
643,1000101026,3579,70,19,9,30,14,10,0,-88.879601,-0.545526,0.97251,18.700001,,,,,,,,,,,,,,,,
644,1000101017,3537,71,19,9,30,14,11,0,-0.137329,-1.774292,88.220215,19,,,,,,,,,,,,,,,,
645,1000101018,3560,71,19,9,30,14,11,0,-0.141724,-2.307129,87.692871,18.200001,,,,,,,,,,,,,,,,
646,1000101019,3561,71,19,9,30,14,11,0,-0.076575,-2.36217,87.639046,18.9,,,,,,,,,,,,,,,,
647,1000101020,3569,71,19,9,30,14,11,0,-0.105908,-2.251483,87.744736,18.5,,,,,,,,,,,,,,,,
648,1000101021,3539,71,19,9,30,14,11,0,-0.107963,-1.820951,88.173622,18.5,,,,,,,,,,,,,,,,
649,1000101022,3561,71,19,9,30,14,11,0,-89.324341,-0.368042,0.549316,18.299999,,,,,,,,,,,,,,,,
650,1000101023,3590,71,19,9,30,14,11,0,-88.801392,-1.1651,0.253235,18.4,,,,,,,,,,,,,,,,
651,1000101024,3630,71,19,9,30,14,11,0,-88.836311,-0.862756,0.790247,19.5,,,,,,,,,,,,,,,,
652,1000101025,3575,71,19,9,30,14,11,0,-88.27066,-0.276834,1.703452,18.700001,,,,,,,,,,,,,,,,
653,1000101026,3579,71,19,9,30,14,11,0,-88.880241,-0.536407,0.977618,18.700001,,,,,,,,,,,,,,,,
654,1000101017,3536,72,19,9,30,14,12,0,-0.142822,-1.768799,88.225708,19,,,,,,,,,,,,,,,,
655,1000101018,3559,72,19,9,30,14,12,0,-0.138428,-2.307129,87.681885,18.1,,,,,,,,,,,,,,,,
656,1000101019,3561,72,19,9,30,14,12,0,-0.067236,-2.363269,87.639626,18.9,,,,,,,,,,,,,,,,
657,1000101020,3569,72,19,9,30,14,12,0,-0.093549,-2.246594,87.750587,18.5,,,,,,,,,,,,,,,,
658,1000101021,3539,72,19,9,30,14,12,0,-0.103019,-1.823104,88.172539,18.5,,,,,,,,,,,,,,,,
659,1000101022,3563,72,19,9,30,14,12,0,-89.34082,-0.373535,0.549316,18.299999,,,,,,,,,,,,,,,,
660,1000101023,3589,72,19,9,30,14,12,0,-88.803589,-1.169495,0.266968,18.299999,,,,,,,,,,,,,,,,
661,1000101024,3630,72,19,9,30,14,12,0,-88.828743,-0.861877,0.786511,19.5,,,,,,,,,,,,,,,,
662,1000101025,3576,72,19,9,30,14,12,0,-88.278084,-0.276779,1.704924,18.700001,,,,,,,,,,,,,,,,
663,1000101026,3577,72,19,9,30,14,12,0,-88.88575,-0.545416,0.982123,18.700001,,,,,,,,,,,,,,,,
664,1000101017,3535,73,19,9,30,14,13,0,-0.12085,-1.768799,88.231201,19,,,,,,,,,,,,,,,,
665,1000101018,3560,73,19,9,30,14,13,0,-0.154358,-2.307129,87.683533,18.200001,,,,,,,,,,,,,,,,
666,1000101019,3560,73,19,9,30,14,13,0,-0.057129,-2.358655,87.637032,18.9,,,,,,,,,,,,,,,,
667,1000101020,3569,73,19,9,30,14,13,0,-0.104095,-2.250934,87.746056,18.4,,,,,,,,,,,,,,,,
668,1000101021,3538,73,19,9,30,14,13,0,-0.103634,-1.822654,88.171478,18.5,,,,,,,,,,,,,,,,
669,1000101022,3563,73,19,9,30,14,13,0,-89.318848,-0.368042,0.571289,18.299999,,,,,,,,,,,,,,,,
670,1000101023,3589,73,19,9,30,14,13,0,-88.80249,-1.172241,0.245544,18.4,,,,,,,,,,,,,,,,
671,1000101024,3630,73,19,9,30,14,13,0,-88.837669,-0.858142,0.792224,19.5,,,,,,,,,,,,,,,,
672,1000101025,3575,73,19,9,30,14,13,0,-88.275444,-0.274911,1.703309,18.700001,,,,,,,,,,,,,,,,
673,1000101026,3579,73,19,9,30,14,13,0,-88.883453,-0.548767,0.98476,18.700001,,,,,,,,,,,,,,,,
674,1000101017,3536,74,19,9,30,14,14,0,-0.131836,-1.768799,88.231201,19,,,,,,,,,,,,,,,,
675,1000101018,3560,74,19,9,30,14,14,0,-0.142822,-2.307129,87.689575,18.200001,,,,,,,,,,,,,,,,
676,1000101019,3560,74,19,9,30,14,14,0,-0.067786,-2.357446,87.640381,18.9,,,,,,,,,,,,,,,,
677,1000101020,3569,74,19,9,30,14,14,0,-0.103162,-2.250549,87.745514,18.4,,,,,,,,,,,,,,,,
678,1000101021,3539,74,19,9,30,14,14,0,-0.107534,-1.821193,88.174118,18.5,,,,,,,,,,,,,,,,
679,1000101022,3561,74,19,9,30,14,14,0,-89.329834,-0.351562,0.565796,18.299999,,,,,,,,,,,,,,,,
680,1000101023,3589,74,19,9,30,14,14,0,-88.798645,-1.187622,0.24884,18.4,,,,,,,,,,,,,,,,
681,1000101024,3630,74,19,9,30,14,14,0,-88.834671,-0.864514,0.787061,19.5,,,,,,,,,,,,,,,,
682,1000101025,3575,74,19,9,30,14,14,0,-88.275948,-0.27679,1.705408,18.700001,,,,,,,,,,,,,,,,
683,1000101026,3576,74,19,9,30,14,14,0,-88.879784,-0.544977,0.979596,18.700001,,,,,,,,,,,,,,,,
684,1000101017,3535,75,19,9,30,14,15,0,-0.137329,-1.768799,88.225708,19,,,,,,,,,,,,,,,,
685,1000101018,3559,75,19,9,30,14,15,0,-0.143921,-2.309326,87.679138,18.1,,,,,,,,,,,,,,,,
686,1000101019,3560,75,19,9,30,14,15,0,-0.07207,-2.361731,87.636719,18.9,,,,,,,,,,,,,,,,
687,1000101020,3569,75,19,9,30,14,15,0,-0.101074,-2.252252,87.742859,18.4,,,,,,,,,,,,,,,,
688,1000101021,3537,75,19,9,30,14,15,0,-0.10604,-1.820479,88.174599,18.5,,,,,,,,,,,,,,,,
689,1000101022,3563,75,19,9,30,14,15,0,-89.324341,-0.362549,0.576782,18.299999,,,,,,,,,,,,,,,,
690,1000101023,3589,75,19,9,30,14,15,0,-88.809631,-1.174988,0.255432,18.4,,,,,,,,,,,,,,,,
691,1000101024,3630,75,19,9,30,14,15,0,-88.828522,-0.864514,0.785962,19.5,,,,,,,,,,,,,,,,
692,1000101025,3575,75,19,9,30,14,15,0,-88.276688,-0.273461,1.703375,18.700001,,,,,,,,,,,,,,,,
693,1000101026,3576,75,19,9,30,14,15,0,-88.880722,-0.546075,0.982068,18.700001,,,,,,,,,,,,,,,,
694,1000101017,3535,76,19,9,30,14,16,0,-0.131836,-1.774292,88.220215,19,,,,,,,,,,,,,,,,
695,1000101018,3559,76,19,9,30,14,16,0,-0.141174,-2.308777,87.681885,18.200001,,,,,,,,,,,,,,,,
696,1000101019,3561,76,19,9,30,14,16,0,-0.076135,-2.359643,87.638145,19,,,,,,,,,,,,,,,,
697,1000101020,3569,76,19,9,30,14,16,0,-0.101953,-2.25368,87.740448,18.5,,,,,,,,,,,,,,,,
698,1000101021,3537,76,19,9,30,14,16,0,-0.105216,-1.821379,88.173416,18.5,,,,,,,,,,,,,,,,
699,1000101022,3563,76,19,9,30,14,16,0,-89.34082,-0.357056,0.543823,18.299999,,,,,,,,,,,,,,,,
700,1000101023,3589,76,19,9,30,14,16,0,-88.801392,-1.180481,0.226868,18.4,,,,,,,,,,,,,,,,
701,1000101024,3630,76,19,9,30,14,16,0,-88.834785,-0.861768,0.790576,19.5,,,,,,,,,,,,,,,,
702,1000101025,3575,76,19,9,30,14,16,0,-88.275429,-0.276537,1.704661,18.700001,,,,,,,,,,,,,,,,
703,1000101026,3576,76,19,9,30,14,16,0,-88.87764,-0.543878,0.978168,18.700001,,,,,,,,,,,,,,,,
704,1000101017,3535,77,19,9,30,14,17,0,-0.142822,-1.774292,88.220215,19,,,,,,,,,,,,,,,,
705,1000101018,3558,77,19,9,30,14,17,0,-0.142822,-2.307129,87.685181,18.200001,,,,,,,,,,,,,,,,
706,1000101019,3560,77,19,9,30,14,17,0,-0.063062,-2.361401,87.642166,18.9,,,,,,,,,,,,,,,,
707,1000101020,3569,77,19,9,30,14,17,0,-0.104645,-2.253186,87.745056,18.4,,,,,,,,,,,,,,,,
708,1000101021,3537,77,19,9,30,14,17,0,-0.105623,-1.820764,88.174301,18.5,,,,,,,,,,,,,,,,
709,1000101022,3561,77,19,9,30,14,17,0,-89.346313,-0.368042,0.560303,18.299999,,,,,,,,,,,,,,,,
710,1000101023,3589,77,19,9,30,14,17,0,-88.799194,-1.18103,0.255432,18.4,,,,,,,,,,,,,,,,
711,1000101024,3630,77,19,9,30,14,17,0,-88.834236,-0.85957,0.791785,19.5,,,,,,,,,,,,,,,,
712,1000101025,3575,77,19,9,30,14,17,0,-88.275749,-0.276998,1.702595,18.700001,,,,,,,,,,,,,,,,
713,1000101026,3576,77,19,9,30,14,17,0,-88.880333,-0.544373,0.9763,18.700001,,,,,,,,,,,,,,,,
714,1000101017,3549,78,19,9,30,14,30,0,-2.987732,-1.756824,86.532921,19.1,,,,,,,,,,,,,,,,
715,1000101018,3559,78,19,9,30,14,18,0,-0.149963,-2.30603,87.691223,18.200001,,,,,,,,,,,,,,,,
716,1000101019,3560,78,19,9,30,14,18,0,-0.073389,-2.36261,87.637268,18.9,,,,,,,,,,,,,,,,
717,1000101020,3569,78,19,9,30,14,18,0,-0.105249,-2.254449,87.745598,18.4,,,,,,,,,,,,,,,,
718,1000101021,3538,78,19,9,30,14,18,0,-0.101667,-1.823555,88.173729,18.5,,,,,,,,,,,,,,,,
719,1000101022,3563,78,19,9,30,14,18,0,-89.362793,-0.351562,0.53833,18.4,,,,,,,,,,,,,,,,
720,1000101023,3589,78,19,9,30,14,18,0,-88.806335,-1.164001,0.255432,18.4,,,,,,,,,,,,,,,,
721,1000101024,3630,78,19,9,30,14,18,0,-88.826111,-0.865063,0.79519,19.5,,,,,,,,,,,,,,,,
722,1000101025,3575,78,19,9,30,14,18,0,-88.275032,-0.275625,1.703485,18.700001,,,,,,,,,,,,,,,,
723,1000101026,3576,78,19,9,30,14,18,0,-88.886078,-0.544043,0.978662,18.700001,,,,,,,,,,,,,,,,
