
"29/03/2020 18:43:08",usage:
"29/03/2020 18:43:08",op hub [gettime] [settime <time>] [getlorasets]
"29/03/2020 18:43:08",       [setlorasets <sets>] [getheader] [updateotntimes]

"29/03/2020 18:43:08",       gettime returns current Hub time

"29/03/2020 18:43:08",       settime expects the time in the format yy,mm,dd,hh,mm,ss

"29/03/2020 18:43:08",       getlorasets returns current Hub settings for the LoRa connection

"29/03/2020 18:43:08",       setlorasets expects the settings in the format <band>,<channel>,0,<address>

"29/03/2020 18:43:08",       getheader returns the header for the current data output format

"29/03/2020 18:43:08",       updateotntimes triggers the Hub to update all the OTNs reporting to it as they report

"29/03/2020 18:43:26",HUB_TermCommand: LoRa settings: Band = 0 Channel = 5 Hub Address = 255
"29/03/2020 18:43:39",HUB_TermCommand: Time is 20.3.29 18:43:42
"29/03/2020 18:47:21",HUB_TermCommand: LoRa settings: Band = 1 Channel = 1 Hub Address = 255
"29/03/2020 18:47:35",HUB_TermCommand: LoRa settings: Band = 0 Channel = 1 Hub Address = 255
"29/03/2020 18:49:01",4,3574,0,20,3,29,15,35,0,10.599593,17.307758,-69.519966,24.400000
"29/03/2020 18:49:01",4,3554,1,20,3,29,15,40,0,9.970360,12.620406,-73.804276,24.400000
"29/03/2020 18:49:01",4,3538,2,20,3,29,15,45,0,9.840808,9.761096,-76.037224,24.000000
"29/03/2020 18:49:01",4,3529,3,20,3,29,15,50,0,10.051894,8.911298,-76.503555,24.100000
"29/03/2020 18:49:01",4,3538,4,20,3,29,16,5,0,5.446132,21.185934,-68.069450,23.799999
"29/03/2020 18:49:01",4,3526,5,20,3,29,16,10,0,8.630987,27.332697,-60.692078,23.700001
"29/03/2020 18:49:01",4,3520,6,20,3,29,16,15,0,9.555992,27.631193,-60.480732,23.799999
"29/03/2020 18:50:05",1000101015,3609,0,20,3,25,8,43,0,-1.001909,6.240717,83.679085,20.400000
"29/03/2020 18:50:05",1000101015,3607,1,20,3,25,8,44,0,-0.991022,6.265471,83.653587,20.500000
"29/03/2020 18:50:05",1000101015,3607,2,20,3,25,8,45,0,-0.998756,6.221871,83.696991,20.700001
"29/03/2020 18:50:05",1000101015,3606,3,20,3,25,8,46,0,-0.993906,6.222366,83.704880,20.799999
"29/03/2020 18:50:05",1000101015,3607,4,20,3,25,8,47,0,-1.001744,6.214682,83.704979,20.900000
"29/03/2020 18:50:05",1000101015,3606,5,20,3,25,8,48,0,-1.162463,-1.920591,87.754112,21.000000
"29/03/2020 18:50:05",1000101015,3606,6,20,3,25,8,49,0,-1.138546,-1.916483,87.749191,21.000000
"29/03/2020 18:50:35",5,3576,0,20,3,29,15,30,0,10.412922,21.731600,-65.703964,22.600000
"29/03/2020 18:50:35",5,3538,1,20,3,29,15,35,0,7.931209,-25.966297,-62.717064,22.799999
"29/03/2020 18:50:35",5,3524,2,20,3,29,15,40,0,8.815266,-31.904335,-56.629288,22.299999
"29/03/2020 18:50:35",5,3521,3,20,3,29,15,45,0,6.662977,-25.499571,-63.548294,22.100000
"29/03/2020 18:50:36",5,3515,4,20,3,29,15,50,0,7.034465,-25.125931,-63.775036,22.100000
"29/03/2020 18:50:36",5,3530,5,20,3,29,16,5,0,25.010500,17.960217,-58.454185,22.100000
"29/03/2020 18:50:36",5,3521,6,20,3,29,16,10,0,21.474047,5.093037,-68.969475,22.100000
"29/03/2020 18:51:00",6,3580,0,20,3,29,15,30,0,8.295271,34.564590,-54.185497,22.900000
"29/03/2020 18:51:00",6,3553,1,20,3,29,15,40,0,8.365346,23.133238,-65.227142,23.100000
"29/03/2020 18:51:01",6,3547,2,20,3,29,15,50,0,9.237525,20.203499,-67.602531,22.799999
"29/03/2020 18:51:01",6,3544,3,20,3,29,16,5,0,24.980133,63.438213,-8.425941,21.799999
"29/03/2020 18:51:01",6,3539,4,20,3,29,16,25,0,20.692785,64.609268,-14.068839,20.400000
"29/03/2020 18:51:01",6,3529,5,20,3,29,16,30,0,20.691790,64.615265,-14.038127,17.000000
