DateTime,UID,V,X,Y,Z,T
20/4/1 23:40:0,3474,957,14.567533,24.759808,-60.755367,16.4
20/4/1 23:45:0,3474,958,14.573003,24.757915,-60.753784,16.200001
20/4/1 23:40:0,3473,960,18.658459,8.487556,-69.367142,14.8
20/4/1 23:45:0,3470,961,18.662994,8.487225,-69.363998,14.9
20/4/1 23:50:0,3476,962,18.663416,8.486757,-69.363991,14.8
20/4/1 23:40:0,3483,954,20.744658,64.418068,-14.291471,14.7
20/4/1 23:45:0,3483,955,20.744987,64.418015,-14.291358,14.7
20/4/1 23:50:0,3483,956,20.743988,64.418686,-14.29135,14.7
20/4/1 23:40:0,3467,1425,26.747469,-25.027452,-51.856918,15
20/4/1 23:45:0,3465,1426,26.746868,-25.027569,-51.857754,14.9
20/4/1 23:50:0,3468,1427,26.747837,-25.027218,-51.856827,14.9
20/4/1 23:40:0,3474,957,26.415943,-12.417924,-60.388573,14.8
20/4/1 23:45:0,3473,958,26.4202,-12.419381,-60.38401,14.8
20/4/1 23:50:0,3474,959,26.416653,-12.417603,-60.388649,14.8
20/4/1 23:40:0,3491,959,22.272882,-13.724044,-63.443134,14.6
20/4/1 23:45:0,3491,960,22.275476,-13.724674,-63.439877,14.7
20/4/1 23:50:0,3494,961,22.27482,-13.724444,-63.440899,14.6
20/4/1 23:45:0,3498,793,22.993263,-20.702559,-58.211632,14.5
20/4/1 23:50:0,3500,794,22.991592,-20.696934,-58.216938,14.7
20/4/1 23:55:0,3500,795,22.990835,-20.69714,-58.217266,14.6
20/4/1 23:50:0,3485,959,15.681297,-16.089809,-67.226776,14.4
20/4/1 23:55:0,3488,960,15.684571,-16.093296,-67.22271,14.4
20/4/2 0:0:0,3485,961,15.684756,-16.093452,-67.221931,14.4
20/4/1 23:50:0,3480,1474,13.814893,-5.898867,-74.934418,15.9
20/4/1 23:55:0,3480,1475,13.810024,-5.899662,-74.937943,15.9
20/4/2 0:0:0,3483,1476,13.814657,-5.899233,-74.933685,15.9
20/4/1 23:50:0,3476,959,14.57331,24.759071,-60.751991,15.9
20/4/1 23:55:0,3473,960,14.572471,24.755997,-60.755306,16
20/4/2 0:0:0,3471,961,14.573695,24.756878,-60.753563,15.9
20/4/1 23:55:0,3473,963,18.658737,8.488111,-69.3666,14.9
20/4/2 0:0:0,3476,964,18.663555,8.486736,-69.363983,14.8
20/4/2 0:5:0,3474,965,18.666117,8.488291,-69.361984,14.8
20/4/1 23:55:0,3483,957,20.742809,64.418587,-14.292891,14.7
20/4/2 0:0:0,3482,958,20.746212,64.412758,-14.299539,14.6
20/4/2 0:5:0,3480,959,20.736515,64.419579,-14.298913,14.6
20/4/1 23:55:0,3467,1428,26.74824,-25.029167,-51.854328,14.9
20/4/2 0:0:0,3465,1429,26.750235,-25.026463,-51.855045,14.9
20/4/2 0:5:0,3465,1430,26.74959,-25.029158,-51.853268,15
20/4/1 23:55:0,3470,960,26.423679,-12.416234,-60.382744,14.8
20/4/2 0:0:0,3471,961,26.423975,-12.416312,-60.382774,14.8
20/4/2 0:5:0,3471,962,26.42597,-12.418608,-60.37941,14.7
20/4/1 23:55:0,3492,962,22.275305,-13.723695,-63.440834,14.6
20/4/2 0:0:0,3492,963,22.275682,-13.723982,-63.4403,14.6
20/4/2 0:5:0,3494,964,22.274954,-13.725929,-63.439957,14.6
20/4/2 0:0:0,3497,796,22.991873,-20.703321,-58.211903,14.4
20/4/2 0:5:0,3497,797,22.995003,-20.697874,-58.214954,14.7
20/4/2 0:10:0,3497,798,22.990095,-20.697332,-58.217846,14.6
20/4/2 0:5:0,3483,962,15.683377,-16.09437,-67.222252,14.3
20/4/2 0:10:0,3485,963,15.685757,-16.093569,-67.221794,14.3
20/4/2 0:15:0,3485,964,15.685635,-16.092443,-67.222878,14.3
20/4/2 0:5:0,3477,1477,13.809836,-5.899749,-74.937744,15.6
20/4/2 0:10:0,3480,1478,13.808519,-5.897287,-74.939522,16
20/4/2 0:15:0,3482,1479,13.813253,-5.896395,-74.935928,15.9
20/4/2 0:5:0,3476,962,14.568628,24.756962,-60.757267,15.9
20/4/2 0:10:0,3474,963,14.573893,24.753418,-60.756729,15.9
20/4/2 0:15:0,3474,964,14.573733,24.756664,-60.754406,15.9
20/4/2 0:10:0,3468,966,18.664955,8.487128,-69.362801,14.8
20/4/2 0:15:0,3473,967,18.666004,8.48795,-69.362061,14.8
20/4/2 0:20:0,3476,968,18.665213,8.487034,-69.362854,14.8
20/4/2 0:10:0,3480,960,20.736931,64.419647,-14.299271,14.7
20/4/2 0:15:0,3482,961,20.745493,64.413033,-14.298981,14.6
20/4/2 0:20:0,3483,962,20.736383,64.419579,-14.300255,14.7
20/4/2 0:10:0,3468,1431,26.752092,-25.026382,-51.853416,14.9
20/4/2 0:15:0,3465,1432,26.74921,-25.027409,-51.855507,14.9
20/4/2 0:20:0,3465,1433,26.750107,-25.028688,-51.853367,14.9
20/4/2 0:10:0,3471,963,26.422342,-12.418509,-60.382301,14.8
20/4/2 0:15:0,3471,964,26.42544,-12.416718,-60.380741,14.8
20/4/2 0:20:0,3474,965,26.418617,-12.418224,-60.385944,14.7
20/4/2 0:10:0,3489,965,22.275133,-13.72522,-63.439774,14.5
20/4/2 0:15:0,3494,966,22.275333,-13.723447,-63.441284,14.5
20/4/2 0:20:0,3492,967,22.276382,-13.725167,-63.439236,14.5
20/4/2 0:15:0,3497,799,22.98773,-20.692064,-58.223011,14.9
20/4/2 0:20:0,3495,800,22.990864,-20.701311,-58.212635,14.1
20/4/2 0:25:0,3497,801,22.990732,-20.692268,-58.220139,14.4
20/4/2 0:20:0,3488,965,15.684814,-16.092939,-67.221916,14.3
20/4/2 0:25:0,3488,966,15.685228,-16.09654,-67.21962,14.3
20/4/2 0:30:0,3485,967,15.681828,-16.098118,-67.220657,14.3
20/4/2 0:20:0,3485,1480,13.812354,-5.897081,-74.936913,15.9
20/4/2 0:25:0,3482,1481,13.807226,-5.89609,-74.940987,15.9
20/4/2 0:30:0,3482,1482,13.810671,-5.892525,-74.939835,15.9
20/4/2 0:20:0,3476,965,14.573323,24.752996,-60.758194,16.4
20/4/2 0:25:0,3476,966,14.56799,24.756153,-60.758453,16.4
20/4/2 0:30:0,3473,967,14.567455,24.753914,-60.759338,16
20/4/2 0:25:0,3470,969,18.659025,8.488697,-69.365799,14.8
20/4/2 0:30:0,3474,970,18.66073,8.489127,-69.365158,14.7
20/4/2 0:35:0,3474,971,18.659582,8.48953,-69.365608,14.7
20/4/2 0:25:0,3480,963,20.742914,64.418488,-14.294061,14.6
20/4/2 0:30:0,3482,964,20.737785,64.42202,-14.292079,14.6
20/4/2 0:35:0,3482,965,20.744665,64.412575,-14.300786,14.5
20/4/2 0:25:0,3464,1434,26.750748,-25.028702,-51.852726,14.9
20/4/2 0:30:0,3465,1435,26.751781,-25.027584,-51.852837,14.9
20/4/2 0:35:0,3465,1436,26.751879,-25.027197,-51.853386,14.9
20/4/2 0:25:0,3470,966,26.419386,-12.418314,-60.385414,14.7
20/4/2 0:30:0,3470,967,26.427891,-12.416504,-60.379288,14.8
20/4/2 0:35:0,3470,968,26.428669,-12.417318,-60.378078,14.7
20/4/2 0:25:0,3491,968,22.27623,-13.722573,-63.440132,14.6
20/4/2 0:30:0,3494,969,22.274038,-13.72286,-63.442219,14.5
20/4/2 0:35:0,3492,970,22.27615,-13.7226,-63.440235,14.4
20/4/2 0:30:0,3497,802,22.988165,-20.694405,-58.22131,14.3
20/4/2 0:35:0,3498,803,22.986015,-20.701042,-58.21859,14.1
20/4/2 0:40:0,3497,804,22.988722,-20.695145,-58.221325,14.3
20/4/2 0:35:0,3488,968,15.68498,-16.094902,-67.221298,14.3
20/4/2 0:40:0,3485,969,15.68287,-16.098871,-67.219681,14.3
20/4/2 0:45:0,3488,970,15.682438,-16.100388,-67.218719,14.2
20/4/2 0:35:0,3482,1483,13.808326,-5.893331,-74.940811,15.8
20/4/2 0:40:0,3480,1484,13.803833,-5.892662,-74.944954,15.9
20/4/2 0:45:0,3482,1485,13.807047,-5.888822,-74.943611,15.9
20/4/2 0:35:0,3473,968,14.574096,24.754755,-60.754993,16.1
20/4/2 0:40:0,3473,969,14.568039,24.75363,-60.759888,16.4
20/4/2 0:45:0,3474,970,14.572733,24.75181,-60.758904,15.9
20/4/2 0:40:0,3473,972,18.665913,8.487873,-69.361061,14.7
20/4/2 0:45:0,3473,973,18.665724,8.489362,-69.360779,14.7
20/4/2 0:50:0,3473,974,18.665575,8.48928,-69.360954,14.7
20/4/2 0:40:0,3482,966,20.743034,64.417412,-14.29555,14.5
20/4/2 0:45:0,3482,967,20.735495,64.418571,-14.302407,14.5
20/4/2 0:50:0,3483,968,20.743948,64.411568,-14.30285,14.6
20/4/2 0:40:0,3465,1437,26.752462,-25.027224,-51.852978,14.9
20/4/2 0:45:0,3465,1438,26.756386,-25.026972,-51.849739,14.9
20/4/2 0:50:0,3465,1439,26.753527,-25.027779,-51.850685,14.8
20/4/2 0:40:0,3473,969,26.425901,-12.419504,-60.378914,14.7
20/4/2 0:45:0,3473,970,26.422598,-12.418541,-60.382187,14.7
20/4/2 0:50:0,3471,971,26.423599,-12.418617,-60.382164,14.7
20/4/2 0:40:0,3492,971,22.273466,-13.721334,-63.444065,14.5
20/4/2 0:45:0,3492,972,22.276236,-13.721817,-63.440685,14.4
20/4/2 0:50:0,3491,973,22.275749,-13.720378,-63.442539,14.5
20/4/2 0:45:0,3497,805,22.991503,-20.692049,-58.219505,14.3
20/4/2 0:50:0,3494,806,22.99119,-20.690794,-58.220566,14.4
20/4/2 0:55:0,3494,807,22.989826,-20.69475,-58.219543,14.4
20/4/2 0:50:0,3485,971,15.679439,-16.096399,-67.222588,14.2
20/4/2 0:55:0,3488,972,15.682436,-16.096567,-67.220955,14.3
20/4/2 1:0:0,3483,973,15.68149,-16.099672,-67.220192,14.2
20/4/2 0:50:0,3483,1486,13.806087,-5.887434,-74.945091,15.5
20/4/2 0:55:0,3482,1487,13.798873,-5.887316,-74.951668,15.9
20/4/2 1:0:0,3482,1488,13.805207,-5.887158,-74.946358,15.9
20/4/2 0:50:0,3473,971,14.569038,24.753281,-60.760639,15.9
20/4/2 0:55:0,3473,972,14.574409,24.753149,-60.75695,16.4
20/4/2 1:0:0,3474,973,14.57342,24.750858,-60.760242,15.9
20/4/2 0:55:0,3474,975,18.665937,8.489521,-69.360832,14.7
20/4/2 1:0:0,3473,976,18.662281,8.490529,-69.363426,14.6
20/4/2 1:5:0,3471,977,18.667841,8.490066,-69.358833,14.6
20/4/2 0:55:0,3480,969,20.737015,64.421303,-14.294831,14.5
20/4/2 1:0:0,3480,970,20.737223,64.421074,-14.294369,14.5
20/4/2 1:5:0,3480,971,20.741701,64.417351,-14.298024,14.5
20/4/2 0:55:0,3465,1440,26.754646,-25.029285,-51.848793,14.9
20/4/2 1:0:0,3467,1441,26.758165,-25.027042,-51.848351,14.8
20/4/2 1:5:0,3467,1442,26.759609,-25.028336,-51.84507,14.8
20/4/2 0:55:0,3473,972,26.431026,-12.416699,-60.375149,14.8
20/4/2 1:0:0,3471,973,26.432655,-12.41924,-60.371368,14.7
20/4/2 1:5:0,3471,974,26.429409,-12.420235,-60.374962,14.7
20/4/2 0:55:0,3489,974,22.275988,-13.721712,-63.44104,14.4
20/4/2 1:0:0,3491,975,22.276583,-13.720062,-63.441509,14.5
20/4/2 1:5:0,3494,976,22.27684,-13.719575,-63.44178,14.4
20/4/2 1:0:0,3494,808,22.994209,-20.69153,-58.2173,14.4
20/4/2 1:5:0,3495,809,22.991812,-20.685925,-58.224239,14.7
20/4/2 1:10:0,3495,810,22.990467,-20.691633,-58.221977,14
20/4/2 1:5:0,3482,974,15.678107,-16.097771,-67.222771,14.2
20/4/2 1:10:0,3483,975,15.680092,-16.101549,-67.219543,14.1
20/4/2 1:15:0,3485,976,15.681648,-16.097019,-67.221375,14.1
20/4/2 1:5:0,3482,1489,13.802505,-5.883087,-74.950981,15.7
20/4/2 1:10:0,3483,1490,13.793478,-5.882831,-74.958084,15.7
20/4/2 1:15:0,3482,1491,13.800702,-5.881869,-74.952095,15.9
20/4/2 1:5:0,3473,974,14.573481,24.752748,-60.757427,15.9
20/4/2 1:10:0,3474,975,14.568342,24.751755,-60.761765,16.1
20/4/2 1:15:0,3473,976,14.567776,24.75396,-60.759853,15.9
20/4/2 1:10:0,3474,978,18.668774,8.490205,-69.357948,14.6
20/4/2 1:15:0,3473,979,18.667,8.489752,-69.359467,14.6
20/4/2 1:20:0,3471,980,18.667574,8.48969,-69.359009,14.6
20/4/2 1:10:0,3482,972,20.743313,64.412132,-14.304123,14.5
20/4/2 1:15:0,3480,973,20.743511,64.411865,-14.30315,14.4
20/4/2 1:20:0,3482,974,20.736406,64.421478,-14.294909,14.4
20/4/2 1:10:0,3464,1443,26.761316,-25.028191,-51.844814,14.8
20/4/2 1:15:0,3465,1444,26.758781,-25.026899,-51.847588,14.8
20/4/2 1:20:0,3467,1445,26.759108,-25.027185,-51.846497,14.8
20/4/2 1:10:0,3473,975,26.432125,-12.416448,-60.3736,14.7
20/4/2 1:15:0,3470,976,26.430281,-12.419174,-60.37471,14.6
20/4/2 1:20:0,3471,977,26.434183,-12.4185,-60.369598,14.7
20/4/2 1:10:0,3491,977,22.276735,-13.719353,-63.441505,14.4
20/4/2 1:15:0,3489,978,22.276997,-13.72271,-63.438572,14.4
20/4/2 1:20:0,3492,979,22.274868,-13.72155,-63.4426,14.5
20/4/2 1:15:0,3497,811,22.986362,-20.690794,-58.22488,14.2
20/4/2 1:20:0,3497,812,22.99325,-20.695271,-58.21666,13.8
20/4/2 1:25:0,3494,813,22.985598,-20.697859,-58.222321,13.8
20/4/2 1:20:0,3483,977,15.679828,-16.100258,-67.220749,14.2
20/4/2 1:25:0,3488,978,15.680867,-16.097984,-67.221382,14.1
20/4/2 1:30:0,3486,979,15.678871,-16.102535,-67.220139,14.1
20/4/2 1:20:0,3482,1492,13.793702,-5.882339,-74.958992,15.9
20/4/2 1:25:0,3483,1493,13.791509,-5.88112,-74.961678,15.9
20/4/2 1:30:0,3483,1494,13.793204,-5.880982,-74.959206,15.7
20/4/2 1:20:0,3474,977,14.572996,24.751156,-60.759773,15.9
20/4/2 1:25:0,3473,978,14.573177,24.751406,-60.759361,16.1
20/4/2 1:30:0,3473,979,14.572813,24.751335,-60.759182,15.9
20/4/2 1:25:0,3474,981,18.66256,8.491098,-69.362289,14.6
20/4/2 1:30:0,3470,982,18.667894,8.489898,-69.359177,14.6
20/4/2 1:35:0,3473,983,18.668556,8.490046,-69.358009,14.5
20/4/2 1:25:0,3482,975,20.743864,64.412422,-14.303961,14.4
20/4/2 1:30:0,3482,976,20.734474,64.418823,-14.30422,14.5
20/4/2 1:35:0,3480,977,20.740805,64.416855,-14.298591,14.4
20/4/2 1:25:0,3464,1446,26.757645,-25.030874,-51.84515,14.8
20/4/2 1:30:0,3467,1447,26.761278,-25.028221,-51.8442,14.8
20/4/2 1:35:0,3467,1448,26.757851,-25.029331,-51.847466,14.8
20/4/2 1:25:0,3471,978,26.43404,-12.41735,-60.371181,14.7
20/4/2 1:30:0,3470,979,26.43166,-12.420403,-60.372337,14.7
20/4/2 1:35:0,3471,980,26.436203,-12.419722,-60.368267,14.6
20/4/2 1:25:0,3492,980,22.274734,-13.720205,-63.443195,14.4
20/4/2 1:30:0,3491,981,22.277765,-13.721841,-63.43959,14.4
20/4/2 1:35:0,3492,982,22.27722,-13.717578,-63.441494,14.4
20/4/2 1:30:0,3491,814,22.984266,-20.698835,-58.221424,13.5
20/4/2 1:35:0,3492,815,22.985586,-20.695745,-58.221367,13.5
20/4/2 1:40:0,3494,816,22.991795,-20.693974,-58.216827,13.8
20/4/2 1:35:0,3483,980,15.678959,-16.101559,-67.221077,14.1
20/4/2 1:40:0,3486,981,15.677619,-16.100561,-67.221832,14.1
20/4/2 1:45:0,3486,982,15.6794,-16.099413,-67.221458,14.1
20/4/2 1:35:0,3482,1495,13.790358,-5.879349,-74.963531,15.9
20/4/2 1:40:0,3480,1496,13.79624,-5.880107,-74.95797,15.9
20/4/2 1:45:0,3482,1497,13.786476,-5.876502,-74.969345,15.4
20/4/2 1:35:0,3473,980,14.568637,24.754412,-60.758904,15.9
20/4/2 1:40:0,3473,981,14.572742,24.751698,-60.759369,15.9
20/4/2 1:45:0,3473,982,14.57276,24.750317,-60.760265,15.9
20/4/2 1:40:0,3473,984,18.668957,8.490385,-69.357117,14.5
20/4/2 1:45:0,3473,985,18.669613,8.48992,-69.357422,14.5
20/4/2 1:50:0,3471,986,18.669731,8.490263,-69.356529,14.5
20/4/2 1:40:0,3482,978,20.743641,64.41153,-14.304236,14.4
20/4/2 1:45:0,3477,979,20.735518,64.421417,-14.296294,14.4
20/4/2 1:50:0,3480,980,20.740406,64.417313,-14.298596,14.5
20/4/2 1:40:0,3464,1449,26.763124,-25.028009,-51.842224,14.8
20/4/2 1:45:0,3465,1450,26.75848,-25.030586,-51.84444,14.8
20/4/2 1:50:0,3465,1451,26.758503,-25.028013,-51.846844,14.7
20/4/2 1:40:0,3471,981,26.4331,-12.42058,-60.370331,14.6
20/4/2 1:45:0,3473,982,26.436148,-12.418077,-60.368626,14.7
20/4/2 1:50:0,3471,983,26.434368,-12.421747,-60.368046,14.6
20/4/2 1:40:0,3489,983,22.278379,-13.720117,-63.440125,14.4
20/4/2 1:45:0,3488,984,22.278141,-13.721267,-63.43858,14.4
20/4/2 1:50:0,3492,985,22.278135,-13.719497,-63.44017,14.4
20/4/2 1:45:0,3491,817,22.985832,-20.69264,-58.224037,13.8
20/4/2 1:50:0,3495,818,22.993496,-20.693037,-58.217216,13.7
20/4/2 1:55:0,3494,819,22.986893,-20.696409,-58.221466,13.6
20/4/2 1:50:0,3483,983,15.674402,-16.103874,-67.222511,14.1
20/4/2 1:55:0,3485,984,15.673239,-16.102558,-67.224228,14.1
20/4/2 2:0:0,3483,985,15.674365,-16.104919,-67.221878,14.1
20/4/2 1:50:0,3480,1498,13.784762,-5.873099,-74.971291,15.5
20/4/2 1:55:0,3482,1499,13.789938,-5.872025,-74.966393,15.9
20/4/2 2:0:0,3479,1500,13.783477,-5.870327,-74.973534,15.9
20/4/2 1:50:0,3471,983,14.572248,24.751921,-60.759293,16.200001
20/4/2 1:55:0,3474,984,14.567109,24.753523,-60.760139,15.9
20/4/2 2:0:0,3471,985,14.572697,24.751675,-60.759579,15.9
20/4/2 1:55:0,3471,987,18.668777,8.490521,-69.357147,14.6
20/4/2 2:0:0,3473,988,18.669769,8.489388,-69.357132,14.5
20/4/2 2:5:0,3473,989,18.664656,8.491017,-69.36129,14.5
20/4/2 1:55:0,3480,981,20.735952,64.421555,-14.29632,14.4
20/4/2 2:0:0,3480,982,20.73991,64.417679,-14.299664,14.4
20/4/2 2:5:0,3480,983,20.733274,64.418678,-14.306264,14.4
20/4/2 1:55:0,3465,1452,26.759695,-25.030649,-51.843845,14.8
20/4/2 2:0:0,3465,1453,26.759598,-25.028252,-51.845985,14.7
20/4/2 2:5:0,3465,1454,26.760216,-25.029919,-51.842907,14.7
20/4/2 1:55:0,3473,984,26.439804,-12.420265,-60.365459,14.6
20/4/2 2:0:0,3470,985,26.431969,-12.420342,-60.371365,14.6
20/4/2 2:5:0,3473,986,26.440418,-12.420563,-60.364098,14.7
20/4/2 1:55:0,3491,986,22.275873,-13.718781,-63.442184,14.3
20/4/2 2:0:0,3492,987,22.278341,-13.72153,-63.438343,14.4
20/4/2 2:5:0,3489,988,22.276852,-13.720409,-63.441475,14.4
20/4/2 2:0:0,3494,820,22.983446,-20.701902,-58.220886,13
20/4/2 2:5:0,3494,821,22.988756,-20.690781,-58.224327,13.7
20/4/2 2:10:0,3492,822,22.983118,-20.696022,-58.224167,13.4
20/4/2 2:5:0,3483,986,15.675463,-16.104944,-67.22036,14.1
20/4/2 2:10:0,3485,987,15.672688,-16.103857,-67.223701,14.1
20/4/2 2:15:0,3485,988,15.674008,-16.105465,-67.222038,14.1
20/4/2 2:5:0,3482,1501,13.782603,-5.867829,-74.975204,15.6
20/4/2 2:10:0,3485,1502,13.78719,-5.867567,-74.970993,15.5
20/4/2 2:15:0,3480,1503,13.787552,-5.865598,-74.971474,15.4
20/4/2 2:5:0,3473,986,14.573723,24.75412,-60.756893,15.9
20/4/2 2:10:0,3476,987,14.572866,24.754366,-60.756519,15.9
20/4/2 2:15:0,3473,988,14.566904,24.755379,-60.759365,15.9
20/4/2 2:10:0,3473,990,18.669613,8.490602,-69.35627,14.5
20/4/2 2:15:0,3473,991,18.670418,8.489255,-69.356499,14.5
20/4/2 2:20:0,3473,992,18.666147,8.49135,-69.359627,14.5
20/4/2 2:10:0,3479,984,20.735062,64.4217,-14.296642,14.4
20/4/2 2:15:0,3483,985,20.739561,64.416748,-14.299768,14.4
20/4/2 2:20:0,3479,986,20.736429,64.421112,-14.296303,14.4
20/4/2 2:10:0,3462,1455,26.764002,-25.028053,-51.841053,14.7
20/4/2 2:15:0,3464,1456,26.763325,-25.027433,-51.84433,14.7
20/4/2 2:20:0,3465,1457,26.763945,-25.026999,-51.842442,14.7
20/4/2 2:10:0,3471,987,26.439653,-12.418176,-60.365734,14.6
20/4/2 2:15:0,3473,988,26.438953,-12.421518,-60.365551,14.6
20/4/2 2:20:0,3471,989,26.442791,-12.420988,-60.362038,14.6
20/4/2 2:10:0,3489,989,22.278782,-13.717433,-63.441032,14.3
20/4/2 2:15:0,3489,990,22.276539,-13.718044,-63.44244,14.4
20/4/2 2:20:0,3491,991,22.278385,-13.720241,-63.439442,14.3
20/4/2 2:15:0,3491,823,22.982515,-20.686857,-58.230881,13.8
20/4/2 2:20:0,3491,824,22.992393,-20.678625,-58.230423,14.5
20/4/2 2:25:0,3494,825,22.984941,-20.679863,-58.23505,14.3
20/4/2 2:20:0,3485,989,15.672525,-16.102907,-67.224678,14.1
20/4/2 2:25:0,3483,990,15.67065,-16.100594,-67.227173,14
20/4/2 2:30:0,3485,991,15.674389,-16.094452,-67.228821,14.1
20/4/2 2:20:0,3480,1504,13.780262,-5.865651,-74.978714,15.6
20/4/2 2:25:0,3482,1505,13.779949,-5.866004,-74.979553,15.5
20/4/2 2:30:0,3480,1506,13.78133,-5.868275,-74.975838,15.5
20/4/2 2:20:0,3473,989,14.565847,24.759745,-60.755619,15.9
20/4/2 2:25:0,3473,990,14.566279,24.760952,-60.75502,15.9
20/4/2 2:30:0,3474,991,14.565935,24.760403,-60.755619,15.9
20/4/2 2:25:0,3470,993,18.672009,8.490288,-69.354469,14.4
20/4/2 2:30:0,3471,994,18.671959,8.49079,-69.354256,14.5
20/4/2 2:35:0,3473,995,18.667379,8.491525,-69.358246,14.5
20/4/2 2:25:0,3480,987,20.743259,64.411423,-14.305421,14.3
20/4/2 2:30:0,3480,988,20.740997,64.416809,-14.299219,14.3
20/4/2 2:35:0,3480,989,20.734486,64.418465,-14.304691,14.3
20/4/2 2:25:0,3462,1458,26.761692,-25.028578,-51.843521,14.7
20/4/2 2:30:0,3464,1459,26.766275,-25.027025,-51.841766,14.6
20/4/2 2:35:0,3467,1460,26.764694,-25.027555,-51.841782,14.7
20/4/2 2:25:0,3473,990,26.443356,-12.421842,-60.360405,14.6
20/4/2 2:30:0,3473,991,26.444908,-12.42208,-60.359406,14.6
20/4/2 2:35:0,3473,992,26.44433,-12.420753,-60.360497,14.6
20/4/2 2:25:0,3491,992,22.278563,-13.720165,-63.439156,14.3
20/4/2 2:30:0,3491,993,22.278582,-13.719156,-63.440304,14.4
20/4/2 2:35:0,3491,994,22.279535,-13.719975,-63.438766,14.3
20/4/2 2:30:0,3492,826,22.980452,-20.684385,-58.234039,14
20/4/2 2:35:0,3491,827,22.986284,-20.672653,-58.238213,14.7
20/4/2 2:40:0,3494,828,22.98387,-20.680544,-58.236111,14.2
20/4/2 2:35:0,3485,992,15.668813,-16.09519,-67.230545,14
20/4/2 2:40:0,3485,993,15.66847,-16.096731,-67.229904,14.1
20/4/2 2:45:0,3483,994,15.67165,-16.103981,-67.224289,14
20/4/2 2:35:0,3479,1507,13.785458,-5.866519,-74.973351,15.9
20/4/2 2:40:0,3479,1508,13.783635,-5.866465,-74.975388,15.9
20/4/2 2:45:0,3482,1509,13.778858,-5.861067,-74.9814,15.7
20/4/2 2:35:0,3473,992,14.57221,24.758009,-60.754383,16.200001
20/4/2 2:40:0,3473,993,14.571995,24.757776,-60.754593,15.9
20/4/2 2:45:0,3471,994,14.566352,24.755215,-60.759621,15.9
20/4/2 2:40:0,3470,996,18.666683,8.491727,-69.359749,14.5
20/4/2 2:45:0,3470,997,18.671659,8.489597,-69.355331,14.5
20/4/2 2:50:0,3473,998,18.672655,8.490728,-69.353615,14.5
20/4/2 2:40:0,3482,990,20.733706,64.418732,-14.304494,14.3
20/4/2 2:45:0,3483,991,20.739164,64.417953,-14.298583,14.4
20/4/2 2:50:0,3480,992,20.741247,64.413757,-14.304127,14.3
20/4/2 2:40:0,3465,1461,26.765577,-25.02684,-51.840855,14.6
20/4/2 2:45:0,3465,1462,26.767761,-25.028238,-51.839138,14.7
20/4/2 2:50:0,3465,1463,26.762875,-25.028131,-51.843243,14.7
20/4/2 2:40:0,3473,993,26.43685,-12.420256,-60.366451,14.6
20/4/2 2:45:0,3473,994,26.441177,-12.422338,-60.362667,14.6
20/4/2 2:50:0,3471,995,26.445723,-12.420777,-60.359348,14.6
20/4/2 2:40:0,3491,995,22.277279,-13.71949,-63.44175,14.3
20/4/2 2:45:0,3491,996,22.280741,-13.720344,-63.437435,14.3
20/4/2 2:50:0,3492,997,22.280022,-13.72183,-63.436081,14.3
20/4/2 2:45:0,3494,829,22.986094,-20.671888,-58.238892,14.6
20/4/2 2:50:0,3492,830,22.985956,-20.67671,-58.238045,14.7
20/4/2 2:55:0,3492,831,22.99283,-20.66757,-58.237587,15.2
20/4/2 2:50:0,3485,995,15.670568,-16.105349,-67.22332,14.1
20/4/2 2:55:0,3483,996,15.666847,-16.106335,-67.223846,14.1
20/4/2 3:0:0,3488,997,15.671523,-16.105215,-67.222824,14
20/4/2 2:50:0,3477,1510,13.775683,-5.857779,-74.985863,15.8
20/4/2 2:55:0,3482,1511,13.780338,-5.855797,-74.98127,15.4
20/4/2 3:0:0,3480,1512,13.779957,-5.856573,-74.981567,15.6
20/4/2 2:50:0,3474,995,14.566209,24.754755,-60.759541,15.9
20/4/2 2:55:0,3473,996,14.572671,24.753246,-60.758648,15.9
20/4/2 3:0:0,3474,997,14.573395,24.752262,-60.758049,15.9
20/4/2 2:55:0,3473,999,18.671011,8.490067,-69.355507,14.5
20/4/2 3:0:0,3471,1000,18.670609,8.490283,-69.355522,14.5
20/4/2 3:5:0,3474,1001,18.670183,8.490359,-69.356194,14.6
20/4/2 2:55:0,3479,993,20.740932,64.413887,-14.304947,14.4
20/4/2 3:0:0,3480,994,20.740278,64.413788,-14.305637,14.4
20/4/2 3:5:0,3482,995,20.737654,64.418816,-14.298137,14.3
20/4/2 2:55:0,3465,1464,26.763027,-25.02759,-51.842209,14.7
20/4/2 3:0:0,3465,1465,26.769341,-25.02788,-51.838371,14.6
20/4/2 3:5:0,3464,1466,26.766973,-25.026587,-51.840603,14.7
20/4/2 2:55:0,3470,996,26.437815,-12.42069,-60.365925,14.6
20/4/2 3:0:0,3473,997,26.446718,-12.420748,-60.357132,14.6
20/4/2 3:5:0,3471,998,26.443855,-12.421806,-60.361317,14.6
20/4/2 2:55:0,3491,998,22.277435,-13.719756,-63.441475,14.3
20/4/2 3:0:0,3491,999,22.280863,-13.721737,-63.436447,14.3
20/4/2 3:5:0,3492,1000,22.280441,-13.719567,-63.437462,14.4
20/4/2 3:0:0,3497,832,22.989683,-20.665184,-58.24213,15.5
