DateTime,UID,V,X,Y,Z,T
20/4/5 9:35:0,3483,1936,14.578787,24.235184,-61.215084,17.799999
20/4/5 9:40:0,3485,1937,14.580433,24.23502,-61.214306,17.799999
20/4/5 9:45:0,3483,1938,14.585951,24.229996,-61.21513,17.799999
20/4/5 9:40:0,3483,1942,18.491114,7.30607,-70.018936,17.200001
20/4/5 9:45:0,3488,1943,18.487877,7.309051,-70.019913,17.299999
20/4/5 9:50:0,3485,1944,18.480791,7.311635,-70.025345,17.299999
20/4/5 9:40:0,3489,1924,20.828623,64.040787,-14.781813,16.799999
20/4/5 9:45:0,3491,1925,20.827324,64.04641,-14.776189,16.799999
20/4/5 9:50:0,3492,1926,20.822571,64.046753,-14.782334,16.9
20/4/5 9:40:0,3485,2388,26.66781,-25.162886,-51.817318,16.799999
20/4/5 9:45:0,3479,2389,26.660578,-25.162441,-51.823124,16.9
20/4/5 9:50:0,3479,2390,26.657446,-25.164021,-51.824776,17
20/4/5 9:40:0,3483,1938,27.048964,-12.798029,-59.616562,16.6
20/4/5 9:45:0,3483,1939,27.042543,-12.797535,-59.622215,16.6
20/4/5 9:50:0,3480,1940,27.034435,-12.798478,-59.628422,16.700001
20/4/5 9:40:0,3503,1939,22.230558,-13.712956,-63.48399,17.1
20/4/5 9:45:0,3503,1940,22.229956,-13.71547,-63.484097,17.1
20/4/5 9:50:0,3501,1941,22.228531,-13.717552,-63.48428,17.1
20/4/5 9:45:0,3539,1768,22.293161,-13.333041,-63.645691,23.799999
20/4/5 9:50:0,3542,1769,22.288355,-13.37821,-63.629688,20.9
20/4/5 9:55:0,3538,1770,22.294121,-13.385913,-63.623173,21.299999
20/4/5 9:50:0,3494,1941,18.354935,-16.245089,-65.090202,16.6
20/4/5 9:55:0,3494,1942,18.360056,-16.243011,-65.088783,16.700001
20/4/5 10:0:0,3495,1943,18.363585,-16.241777,-65.08622,16.700001
20/4/5 9:50:0,3492,2458,13.478792,-5.654008,-75.341095,17.6
20/4/5 9:55:0,3491,2459,13.487376,-5.660697,-75.332329,17.700001
20/4/5 10:0:0,3492,2460,13.483458,-5.662379,-75.335297,17.700001
20/4/5 9:50:0,3488,1939,14.586921,24.23114,-61.213089,17.9
20/4/5 9:55:0,3488,1940,14.586617,24.22822,-61.215599,18
20/4/5 10:0:0,3488,1941,14.586916,24.227732,-61.215824,17.9
20/4/5 9:55:0,3488,1945,18.48406,7.312141,-70.022217,17.299999
20/4/5 10:0:0,3485,1946,18.483421,7.315886,-70.02137,17.4
20/4/5 10:5:0,3488,1947,18.479889,7.316324,-70.024933,17.4
20/4/5 9:55:0,3489,1927,20.823395,64.046196,-14.782479,17
20/4/5 10:0:0,3492,1928,20.824223,64.045731,-14.781893,17.1
20/4/5 10:5:0,3492,1929,20.823902,64.045326,-14.782603,17.1
20/4/5 9:55:0,3477,2391,26.657131,-25.161171,-51.826591,16.9
20/4/5 10:0:0,3480,2392,26.652044,-25.161671,-51.83028,16.9
20/4/5 10:5:0,3477,2393,26.650661,-25.16185,-51.83168,16.9
20/4/5 9:55:0,3483,1941,27.035437,-12.797987,-59.627674,16.700001
20/4/5 10:0:0,3483,1942,27.029499,-12.799568,-59.632149,16.6
20/4/5 10:5:0,3480,1943,27.024719,-12.797615,-59.636703,16.6
20/4/5 9:55:0,3501,1942,22.227495,-13.721485,-63.483437,17.200001
20/4/5 10:0:0,3503,1943,22.226377,-13.723021,-63.483944,17.299999
20/4/5 10:5:0,3505,1944,22.224199,-13.723338,-63.485741,17.299999
20/4/5 9:45:0,3539,1768,22.293161,-13.333041,-63.645691,23.799999
20/4/5 9:50:0,3542,1769,22.288355,-13.37821,-63.629688,20.9
20/4/5 9:55:0,3538,1770,22.294121,-13.385913,-63.623173,21.299999
20/4/5 10:0:0,3535,1771,22.298515,-13.383132,-63.610065,21.9
20/4/5 10:5:0,3533,1772,22.302015,-13.379321,-63.627823,23.9
20/4/5 10:10:0,3530,1773,22.289017,-13.364053,-63.622723,22.799999
20/4/5 10:5:0,3491,1944,18.363049,-16.238905,-65.088058,16.700001
20/4/5 10:10:0,3495,1945,18.365412,-16.242289,-65.084915,16.700001
20/4/5 10:15:0,3497,1946,18.367334,-16.247036,-65.079926,16.700001
20/4/5 10:5:0,3492,2461,13.492905,-5.664614,-75.324722,17.700001
20/4/5 10:10:0,3494,2462,13.496987,-5.667533,-75.320717,17.700001
20/4/5 10:15:0,3492,2463,13.525864,-5.731123,-75.266518,17.799999
20/4/5 10:5:0,3485,1942,14.582383,24.230055,-61.216576,18
20/4/5 10:10:0,3486,1943,14.587895,24.231325,-61.212318,18
20/4/5 10:15:0,3483,1944,14.586781,24.216976,-61.225204,18
20/4/5 10:10:0,3485,1948,18.479357,7.319124,-70.02372,17.4
20/4/5 10:15:0,3486,1949,18.461962,7.294216,-70.050217,17.4
20/4/5 10:20:0,3488,1950,18.458941,7.298118,-70.051689,17.5
20/4/5 10:10:0,3491,1930,20.825624,64.05056,-14.772688,17.1
20/4/5 10:15:0,3492,1931,20.833408,64.027779,-14.795265,17.200001
20/4/5 10:20:0,3491,1932,20.830696,64.034393,-14.788654,17.200001
20/4/5 10:10:0,3477,2394,26.648157,-25.161806,-51.832256,16.799999
20/4/5 10:15:0,3477,2395,26.632914,-25.168222,-51.840687,17
20/4/5 10:20:0,3479,2396,26.621655,-25.168406,-51.849972,17.1
20/4/5 10:10:0,3483,1944,27.028112,-12.797492,-59.634949,16.6
20/4/5 10:15:0,3483,1945,27.022297,-12.803629,-59.636745,16.700001
20/4/5 10:20:0,3485,1946,27.010559,-12.809097,-59.646336,16.799999
20/4/5 10:10:0,3505,1945,22.223219,-13.72557,-63.485855,17.299999
20/4/5 10:15:0,3501,1946,22.213079,-13.720426,-63.495716,17.4
20/4/5 10:20:0,3505,1947,22.210485,-13.722704,-63.496582,17.4
20/4/5 9:45:0,3539,1768,22.293161,-13.333041,-63.645691,23.799999
20/4/5 9:50:0,3542,1769,22.288355,-13.37821,-63.629688,20.9
20/4/5 9:55:0,3538,1770,22.294121,-13.385913,-63.623173,21.299999
20/4/5 10:0:0,3535,1771,22.298515,-13.383132,-63.610065,21.9
20/4/5 10:5:0,3533,1772,22.302015,-13.379321,-63.627823,23.9
20/4/5 10:10:0,3530,1773,22.289017,-13.364053,-63.622723,22.799999
20/4/5 10:15:0,3527,1774,22.291935,-13.334607,-63.647114,25.200001
20/4/5 10:20:0,3530,1775,22.290401,-13.316643,-63.659378,25.200001
20/4/5 10:25:0,3533,1776,22.282835,-13.305871,-63.671993,25.200001
20/4/5 10:20:0,3491,1947,18.37096,-16.24416,-65.078476,16.799999
20/4/5 10:25:0,3494,1948,18.372377,-16.244909,-65.077454,16.799999
20/4/5 10:30:0,3497,1949,18.372902,-16.23992,-65.079514,16.9
20/4/5 10:20:0,3491,2464,13.528275,-5.734077,-75.26384,17.799999
20/4/5 10:25:0,3494,2465,13.53242,-5.737051,-75.25927,17.799999
20/4/5 10:30:0,3494,2466,13.532392,-5.739346,-75.257904,17.9
20/4/5 10:20:0,3488,1945,14.591072,24.21257,-61.226761,18.1
20/4/5 10:25:0,3485,1946,14.58768,24.21274,-61.229004,18.200001
20/4/5 10:30:0,3488,1947,14.588512,24.213926,-61.227478,18.200001
20/4/5 10:25:0,3488,1951,18.457691,7.30072,-70.052551,17.5
20/4/5 10:30:0,3488,1952,18.456017,7.302693,-70.053375,17.6
20/4/5 10:35:0,3489,1953,18.455502,7.305243,-70.052078,17.6
20/4/5 10:25:0,3492,1933,20.826063,64.035126,-14.793759,17.200001
20/4/5 10:30:0,3494,1934,20.834398,64.028847,-14.792207,17.299999
20/4/5 10:35:0,3492,1935,20.83452,64.028915,-14.791727,17.299999
20/4/5 10:25:0,3476,2397,26.616621,-25.17012,-51.852085,17.200001
20/4/5 10:30:0,3477,2398,26.612133,-25.166977,-51.858635,17.200001
20/4/5 10:35:0,3477,2399,26.609802,-25.166876,-51.860916,17.200001
20/4/5 10:25:0,3483,1947,27.010242,-12.811446,-59.644211,16.9
20/4/5 10:30:0,3483,1948,27.001818,-12.806287,-59.655346,16.9
20/4/5 10:35:0,3486,1949,26.998377,-12.806129,-59.65834,17
20/4/5 10:25:0,3503,1948,22.211664,-13.727454,-63.494293,17.5
20/4/5 10:30:0,3505,1949,22.211164,-13.728276,-63.494175,17.5
20/4/5 10:35:0,3506,1950,22.209129,-13.731872,-63.49334,17.5
20/4/5 10:30:0,3530,1777,22.279327,-13.292476,-63.683056,25.799999
20/4/5 10:35:0,3533,1778,22.268038,-13.290213,-63.691883,25.1
20/4/5 10:40:0,3536,1779,22.277098,-13.307227,-63.673332,22.200001
20/4/5 10:35:0,3495,1950,18.376026,-16.239517,-65.078087,17
20/4/5 10:40:0,3494,1951,18.381275,-16.240473,-65.07325,17
20/4/5 10:45:0,3497,1952,18.38748,-16.238771,-65.070503,17
20/4/5 10:35:0,3494,2467,13.535423,-5.742269,-75.253342,18
20/4/5 10:40:0,3494,2468,13.550962,-5.756054,-75.234055,18
20/4/5 10:45:0,3494,2469,13.55305,-5.760696,-75.23056,18.1
20/4/5 10:35:0,3488,1948,14.588659,24.21105,-61.230068,18.200001
20/4/5 10:40:0,3488,1949,14.589252,24.211109,-61.229443,18.299999
20/4/5 10:45:0,3491,1950,14.596267,24.211855,-61.224525,18.4
20/4/5 10:40:0,3488,1954,18.453951,7.306653,-70.053741,17.6
20/4/5 10:45:0,3489,1955,18.453724,7.308002,-70.053169,17.700001
20/4/5 10:50:0,3489,1956,18.446672,7.31019,-70.05899,17.700001
20/4/5 10:40:0,3491,1936,20.828539,64.039558,-14.782754,17.4
20/4/5 10:45:0,3492,1937,20.832457,64.035042,-14.785658,17.4
20/4/5 10:50:0,3495,1938,20.828041,64.041092,-14.783391,17.4
20/4/5 10:40:0,3477,2400,26.608961,-25.167019,-51.861423,17.200001
20/4/5 10:45:0,3480,2401,26.606026,-25.166798,-51.863567,17.299999
20/4/5 10:50:0,3477,2402,26.603579,-25.167271,-51.864803,17.4
20/4/5 10:40:0,3482,1950,27.002903,-12.801568,-59.656166,17
20/4/5 10:45:0,3483,1951,26.996687,-12.805198,-59.660301,17.1
20/4/5 10:50:0,3488,1952,26.993862,-12.803568,-59.664024,17.1
20/4/5 10:40:0,3501,1951,22.203707,-13.732244,-63.497021,17.5
20/4/5 10:45:0,3506,1952,22.202951,-13.734588,-63.496525,17.6
20/4/5 10:50:0,3505,1953,22.202478,-13.736125,-63.495914,17.6
20/4/5 10:45:0,3536,1780,22.275864,-13.306116,-63.675415,21.9
20/4/5 10:50:0,3541,1781,22.272192,-13.311263,-63.678905,21.200001
20/4/5 10:55:0,3542,1782,22.278898,-13.322064,-63.663898,20.700001
20/4/5 10:50:0,3497,1953,18.389011,-16.239479,-65.067963,17
20/4/5 10:55:0,3497,1954,18.39035,-16.239801,-65.066231,17.1
20/4/5 11:0:0,3497,1955,18.390139,-16.240433,-65.066696,17.1
20/4/5 10:50:0,3497,2470,13.557019,-5.761993,-75.226456,18.1
20/4/5 10:55:0,3494,2471,13.557449,-5.76442,-75.224495,18.1
20/4/5 11:0:0,3495,2472,13.567669,-5.768883,-75.213196,18.1
20/4/5 10:50:0,3489,1951,14.597054,24.20713,-61.229271,18.299999
20/4/5 10:55:0,3489,1952,14.591908,24.209015,-61.230934,18.4
20/4/5 11:0:0,3488,1953,14.599132,24.204773,-61.230854,18.4
20/4/5 10:55:0,3491,1957,18.45005,7.310212,-70.055611,17.799999
20/4/5 11:0:0,3488,1958,18.442822,7.313588,-70.060585,17.799999
20/4/5 11:5:0,3491,1959,18.441195,7.316634,-70.060417,17.799999
20/4/5 10:55:0,3495,1939,20.831713,64.035339,-14.785634,17.5
20/4/5 11:0:0,3494,1940,20.832182,64.034874,-14.785724,17.5
20/4/5 11:5:0,3495,1941,20.826702,64.036247,-14.791233,17.6
20/4/5 10:55:0,3479,2403,26.603436,-25.169954,-51.863731,17.299999
20/4/5 11:0:0,3479,2404,26.602655,-25.168234,-51.865025,17.299999
20/4/5 11:5:0,3482,2405,26.603228,-25.167503,-51.865772,17.4
20/4/5 10:55:0,3486,1953,26.987301,-12.802315,-59.669956,17.1
20/4/5 11:0:0,3488,1954,26.996204,-12.802604,-59.66222,17.1
20/4/5 11:5:0,3488,1955,26.992664,-12.799623,-59.666481,17.1
20/4/5 10:55:0,3505,1954,22.201263,-13.736986,-63.496162,17.700001
20/4/5 11:0:0,3506,1955,22.202763,-13.740083,-63.493973,17.700001
20/4/5 11:5:0,3508,1956,22.201355,-13.738744,-63.496326,17.700001
20/4/5 11:0:0,3542,1783,22.281305,-13.318101,-63.664314,20.5
20/4/5 11:5:0,3539,1784,22.275814,-13.316254,-63.671539,20.700001
20/4/5 11:10:0,3536,1785,22.283113,-13.318792,-63.662689,20.799999
20/4/5 11:5:0,3497,1956,18.394609,-16.242212,-65.062607,17.200001
20/4/5 11:10:0,3497,1957,18.398556,-16.239328,-65.061104,17.200001
20/4/5 11:15:0,3497,1958,18.402775,-16.237473,-65.059914,17.200001
20/4/5 11:5:0,3492,2473,13.565291,-5.772367,-75.213486,18.1
20/4/5 11:10:0,3494,2474,13.575276,-5.775825,-75.20401,18.200001
20/4/5 11:15:0,3494,2475,13.579832,-5.781241,-75.198112,18.200001
20/4/5 11:5:0,3488,1954,14.593941,24.201246,-61.235985,18.4
20/4/5 11:10:0,3488,1955,14.591271,24.206097,-61.233829,18.5
20/4/5 11:15:0,3488,1956,14.600184,24.202326,-61.231506,18.5
20/4/5 11:10:0,3489,1960,18.444817,7.316476,-70.057869,17.9
20/4/5 11:15:0,3491,1961,18.444765,7.316481,-70.057251,17.9
20/4/5 11:20:0,3489,1962,18.438854,7.320438,-70.061401,17.9
20/4/5 11:10:0,3492,1942,20.834682,64.029037,-14.790086,17.6
20/4/5 11:15:0,3495,1943,20.835934,64.029266,-14.789929,17.6
20/4/5 11:20:0,3492,1944,20.833467,64.034103,-14.784716,17.6
20/4/5 11:10:0,3479,2406,26.603127,-25.167042,-51.865074,17.4
20/4/5 11:15:0,3479,2407,26.5994,-25.170696,-51.865093,17.5
20/4/5 11:20:0,3482,2408,26.598749,-25.169924,-51.86721,17.5
20/4/5 11:10:0,3488,1956,26.989079,-12.804995,-59.667278,17.200001
20/4/5 11:15:0,3486,1957,26.982235,-12.803094,-59.673283,17.200001
20/4/5 11:20:0,3488,1958,26.989897,-12.803226,-59.667374,17.200001
20/4/5 11:10:0,3505,1957,22.201035,-13.739551,-63.496437,17.799999
20/4/5 11:15:0,3506,1958,22.197758,-13.741032,-63.498959,17.799999
20/4/5 11:20:0,3506,1959,22.199026,-13.741302,-63.496731,17.9
20/4/5 11:15:0,3533,1786,22.287325,-13.315861,-63.660179,20.4
20/4/5 11:20:0,3530,1787,22.282118,-13.323887,-63.661167,19.9
20/4/5 11:25:0,3532,1788,22.285568,-13.321409,-63.660679,20.1
20/4/5 11:20:0,3495,1959,18.400562,-16.23867,-65.061066,17.200001
20/4/5 11:25:0,3497,1960,18.406208,-16.237743,-65.056122,17.299999
20/4/5 11:30:0,3498,1961,18.406811,-16.238396,-65.055275,17.299999
20/4/5 11:20:0,3494,2476,13.583521,-5.787581,-75.193039,18.200001
20/4/5 11:25:0,3491,2477,13.585769,-5.790111,-75.18885,18.200001
20/4/5 11:30:0,3497,2478,13.588324,-5.791593,-75.185143,18.200001
20/4/5 11:20:0,3489,1957,14.595243,24.201761,-61.234974,18.5
20/4/5 11:25:0,3488,1958,14.601535,24.205721,-61.228092,18.6
20/4/5 11:30:0,3488,1959,14.602365,24.202435,-61.230286,18.6
20/4/5 11:25:0,3488,1963,18.442184,7.320963,-70.058449,18
20/4/5 11:30:0,3489,1964,18.442558,7.322148,-70.057327,18
20/4/5 11:35:0,3489,1965,18.435104,7.32512,-70.062798,18
20/4/5 11:25:0,3494,1945,20.8304,64.039345,-14.781545,17.700001
20/4/5 11:30:0,3494,1946,20.836946,64.029022,-14.788198,17.700001
20/4/5 11:35:0,3495,1947,20.830925,64.040146,-14.780784,17.700001
20/4/5 11:25:0,3479,2409,26.598309,-25.17243,-51.864731,17.5
20/4/5 11:30:0,3479,2410,26.597946,-25.173109,-51.865761,17.5
20/4/5 11:35:0,3479,2411,26.600468,-25.170362,-51.865517,17.5
20/4/5 11:25:0,3486,1959,26.980988,-12.802215,-59.675236,17.200001
20/4/5 11:30:0,3485,1960,26.982859,-12.803983,-59.672279,17.299999
20/4/5 11:35:0,3488,1961,26.985723,-12.79894,-59.673195,17.200001
20/4/5 11:25:0,3505,1960,22.198307,-13.743309,-63.496429,17.9
20/4/5 11:30:0,3506,1961,22.197763,-13.745452,-63.495617,17.9
20/4/5 11:35:0,3508,1962,22.198296,-13.746334,-63.494526,18
20/4/5 11:30:0,3527,1789,22.296751,-13.326749,-63.644226,19.6
20/4/5 11:35:0,3527,1790,22.298189,-13.33161,-63.643536,19.299999
20/4/5 11:40:0,3526,1791,22.288109,-13.328094,-63.653198,19.5
20/4/5 11:35:0,3497,1962,18.404728,-16.240061,-65.056412,17.4
20/4/5 11:40:0,3498,1963,18.412607,-16.239183,-65.050018,17.4
20/4/5 11:45:0,3498,1964,18.410809,-16.235462,-65.054924,17.4
20/4/5 11:35:0,3494,2479,13.591425,-5.791264,-75.18235,18.299999
20/4/5 11:40:0,3497,2480,13.595627,-5.798842,-75.174698,18.299999
20/4/5 11:45:0,3494,2481,13.597306,-5.802306,-75.17305,18.4
20/4/5 11:35:0,3489,1960,14.60217,24.205725,-61.228188,18.700001
20/4/5 11:40:0,3488,1961,14.5979,24.203161,-61.232452,18.6
20/4/5 11:45:0,3491,1962,14.604727,24.199831,-61.230949,18.700001
20/4/5 11:40:0,3491,1966,18.434851,7.325495,-70.063118,18
20/4/5 11:45:0,3491,1967,18.439224,7.323692,-70.059753,18
20/4/5 11:50:0,3489,1968,18.438374,7.328231,-70.058449,18
20/4/5 11:40:0,3495,1948,20.829121,64.03508,-14.789322,17.700001
20/4/5 11:45:0,3495,1949,20.829998,64.03553,-14.788261,17.700001
20/4/5 11:50:0,3494,1950,20.829922,64.035057,-14.788394,17.700001
20/4/5 11:40:0,3480,2412,26.599829,-25.173471,-51.863632,17.6
20/4/5 11:45:0,3482,2413,26.59687,-25.171741,-51.867008,17.6
20/4/5 11:50:0,3482,2414,26.599932,-25.171726,-51.864452,17.6
20/4/5 11:40:0,3489,1962,26.978369,-12.80069,-59.679821,17.299999
20/4/5 11:45:0,3488,1963,26.984007,-12.800682,-59.673805,17.299999
20/4/5 11:50:0,3489,1964,26.981901,-12.798567,-59.67659,17.4
20/4/5 11:40:0,3508,1963,22.197392,-13.745094,-63.496136,18
20/4/5 11:45:0,3509,1964,22.197514,-13.746153,-63.495419,18
20/4/5 11:50:0,3506,1965,22.191965,-13.745811,-63.501228,17.799999
20/4/5 11:45:0,3521,1792,22.288551,-13.329175,-63.652348,19.4
20/4/5 11:50:0,3523,1793,22.2997,-13.335115,-63.636719,18.700001
20/4/5 11:55:0,3524,1794,22.295475,-13.340233,-63.64035,18.5
20/4/5 11:50:0,3497,1965,18.412325,-16.236837,-65.052567,17.4
20/4/5 11:55:0,3497,1966,18.412407,-16.237164,-65.05233,17.299999
20/4/5 12:0:0,3500,1967,18.415308,-16.237072,-65.050194,17.4
20/4/5 11:50:0,3497,2482,13.592242,-5.802747,-75.177017,18.4
20/4/5 11:55:0,3495,2483,13.596707,-5.804474,-75.172714,18.4
20/4/5 12:0:0,3497,2484,13.602094,-5.80622,-75.16671,18.4
20/4/5 11:50:0,3488,1963,14.604448,24.197496,-61.233047,18.6
20/4/5 11:55:0,3486,1964,14.60567,24.196671,-61.233894,18.6
20/4/5 12:0:0,3489,1965,14.599174,24.196301,-61.237072,18.6
20/4/5 11:55:0,3491,1969,18.437336,7.328033,-70.060097,18
20/4/5 12:0:0,3492,1970,18.436512,7.328313,-70.059769,18
20/4/5 12:5:0,3491,1971,18.437922,7.329048,-70.059479,17.9
20/4/5 11:55:0,3495,1951,20.836079,64.034409,-14.782294,17.700001
20/4/5 12:0:0,3492,1952,20.83617,64.033943,-14.782246,17.700001
20/4/5 12:5:0,3495,1953,20.836689,64.034142,-14.782009,17.700001
20/4/5 11:55:0,3479,2415,26.595879,-25.170191,-51.868679,17.6
20/4/5 12:0:0,3482,2416,26.592165,-25.171551,-51.871307,17.700001
20/4/5 12:5:0,3477,2417,26.595562,-25.171501,-51.868641,17.700001
20/4/5 11:55:0,3489,1965,26.979628,-12.799111,-59.678295,17.4
20/4/5 12:0:0,3489,1966,26.976707,-12.800906,-59.680412,17.299999
20/4/5 12:5:0,3491,1967,26.977644,-12.797214,-59.681412,17.299999
20/4/5 11:55:0,3505,1966,22.194645,-13.745238,-63.498981,17.799999
20/4/5 12:0:0,3508,1967,22.194511,-13.747425,-63.496944,17.799999
20/4/5 12:5:0,3509,1968,22.193367,-13.747358,-63.498123,17.799999
20/4/5 11:45:0,3521,1792,22.288551,-13.329175,-63.652348,19.4
20/4/5 11:50:0,3523,1793,22.2997,-13.335115,-63.636719,18.700001
20/4/5 11:55:0,3524,1794,22.295475,-13.340233,-63.64035,18.5
20/4/5 12:0:0,3518,1795,22.297239,-13.336463,-63.642094,18.5
20/4/5 12:5:0,3520,1796,22.288488,-13.338252,-63.648201,18.6
20/4/5 12:10:0,3520,1797,22.288692,-13.337503,-63.647797,18.6
20/4/5 12:5:0,3498,1968,18.413427,-16.236382,-65.051773,17.299999
20/4/5 12:10:0,3500,1969,18.41584,-16.235777,-65.050453,17.299999
20/4/5 12:15:0,3498,1970,18.416862,-16.235985,-65.050148,17.4
20/4/5 12:5:0,3497,2485,13.597283,-5.806574,-75.171303,18.4
20/4/5 12:10:0,3495,2486,13.605817,-5.807163,-75.162949,18.4
20/4/5 12:15:0,3495,2487,13.603603,-5.80976,-75.1642,18.4
20/4/5 12:5:0,3489,1966,14.596743,24.196299,-61.238167,18.6
20/4/5 12:10:0,3489,1967,14.599459,24.192493,-61.240204,18.6
20/4/5 12:15:0,3492,1968,14.599698,24.191948,-61.240299,18.6
20/4/5 12:10:0,3492,1972,18.431969,7.329861,-70.064621,18
20/4/5 12:15:0,3494,1973,18.431974,7.330558,-70.063675,18
20/4/5 12:20:0,3494,1974,18.432961,7.329124,-70.063919,17.9
20/4/5 12:10:0,3495,1954,20.830803,64.036224,-14.786247,17.700001
20/4/5 12:15:0,3494,1955,20.832476,64.040024,-14.778061,17.700001
20/4/5 12:20:0,3495,1956,20.837666,64.031494,-14.784858,17.700001
20/4/5 12:10:0,3482,2418,26.590187,-25.170767,-51.87249,17.700001
20/4/5 12:15:0,3479,2419,26.589746,-25.17256,-51.871891,17.700001
20/4/5 12:20:0,3482,2420,26.595898,-25.16996,-51.868881,17.700001
20/4/5 12:10:0,3488,1968,26.97666,-12.79698,-59.68288,17.299999
20/4/5 12:15:0,3488,1969,26.969284,-12.799271,-59.688385,17.299999
20/4/5 12:20:0,3488,1970,26.9702,-12.797051,-59.688942,17.4
20/4/5 12:10:0,3506,1969,22.194473,-13.746986,-63.497696,17.799999
20/4/5 12:15:0,3506,1970,22.190819,-13.747139,-63.501244,17.799999
20/4/5 12:20:0,3508,1971,22.189856,-13.746882,-63.500301,17.799999
20/4/5 11:45:0,3521,1792,22.288551,-13.329175,-63.652348,19.4
20/4/5 11:50:0,3523,1793,22.2997,-13.335115,-63.636719,18.700001
20/4/5 11:55:0,3524,1794,22.295475,-13.340233,-63.64035,18.5
20/4/5 12:0:0,3518,1795,22.297239,-13.336463,-63.642094,18.5
20/4/5 12:5:0,3520,1796,22.288488,-13.338252,-63.648201,18.6
20/4/5 12:10:0,3520,1797,22.288692,-13.337503,-63.647797,18.6
20/4/5 12:15:0,3518,1798,22.295101,-13.340822,-63.641464,18.6
20/4/5 12:20:0,3500,1971,18.412411,-16.238853,-65.050392,17.299999
20/4/5 12:25:0,3500,1972,18.411688,-16.242876,-65.048141,17.200001
20/4/5 12:30:0,3498,1973,18.48904,-16.212822,-65.009415,17.5
20/4/5 12:20:0,3494,2488,13.605306,-5.813773,-75.16066,18.4
20/4/5 12:25:0,3495,2489,13.613141,-5.815595,-75.152672,18.5
20/4/5 12:30:0,3497,2490,13.627204,-5.845403,-75.127991,18.6
20/4/5 12:20:0,3491,1969,14.606352,24.193865,-61.234982,18.700001
20/4/5 12:25:0,3492,1970,14.607378,24.187252,-61.239677,18.700001
20/4/5 12:30:0,3491,1971,14.604286,24.194706,-61.235035,19
20/4/5 12:25:0,3491,1975,18.439785,7.325185,-70.059273,17.9
20/4/5 12:30:0,3491,1976,18.440641,7.290531,-70.071541,18.1
20/4/5 12:35:0,3494,1977,18.444153,7.294952,-70.067101,18.1
20/4/5 12:25:0,3495,1957,20.835155,64.033623,-14.784299,17.6
20/4/5 12:30:0,3495,1958,20.845806,63.999672,-14.823635,17.799999
20/4/5 12:35:0,3495,1959,20.847422,63.998848,-14.822813,17.799999
20/4/5 12:25:0,3479,2421,26.587215,-25.171299,-51.87516,17.700001
20/4/5 12:30:0,3482,2422,26.63232,-25.183056,-51.829262,17.700001
20/4/5 12:35:0,3482,2423,26.631386,-25.182856,-51.831303,17.9
20/4/5 12:25:0,3488,1971,26.965553,-12.797637,-59.692856,17.4
20/4/5 12:30:0,3486,1972,26.997486,-12.811037,-59.655876,17.6
20/4/5 12:35:0,3488,1973,27.000599,-12.813079,-59.652187,17.6
20/4/5 12:25:0,3508,1972,22.19458,-13.744466,-63.497425,17.799999
20/4/5 12:30:0,3506,1973,22.19116,-13.7506,-63.497009,18
20/4/5 12:35:0,3509,1974,22.18936,-13.749125,-63.499313,18.1
20/4/5 11:45:0,3521,1792,22.288551,-13.329175,-63.652348,19.4
20/4/5 11:50:0,3523,1793,22.2997,-13.335115,-63.636719,18.700001
20/4/5 11:55:0,3524,1794,22.295475,-13.340233,-63.64035,18.5
20/4/5 12:0:0,3518,1795,22.297239,-13.336463,-63.642094,18.5
20/4/5 12:5:0,3520,1796,22.288488,-13.338252,-63.648201,18.6
20/4/5 12:10:0,3520,1797,22.288692,-13.337503,-63.647797,18.6
20/4/5 12:15:0,3518,1798,22.295101,-13.340822,-63.641464,18.6
20/4/5 12:35:0,3498,1974,18.485735,-16.217861,-65.008904,17.5
20/4/5 12:40:0,3498,1975,18.484617,-16.22246,-65.006149,17.6
20/4/5 12:45:0,3497,1976,18.486406,-16.220699,-65.0065,17.5
20/4/5 12:35:0,3494,2491,13.630916,-5.845057,-75.123482,18.6
20/4/5 12:40:0,3495,2492,13.627269,-5.848641,-75.124992,18.700001
20/4/5 12:45:0,3497,2493,13.629038,-5.848227,-75.123924,18.799999
20/4/5 12:35:0,3491,1972,14.608152,24.200056,-61.228428,19
20/4/5 12:40:0,3491,1973,14.60659,24.210899,-61.219833,19.1
20/4/5 12:45:0,3489,1974,14.609424,24.204304,-61.225338,19.1
20/4/5 12:40:0,3491,1978,18.442236,7.293937,-70.068451,18.299999
20/4/5 12:45:0,3492,1979,18.434792,7.299778,-70.073441,18.200001
20/4/5 12:50:0,3495,1980,18.438459,7.302698,-70.068413,18.299999
20/4/5 12:40:0,3495,1960,20.848879,63.997749,-14.823623,18
20/4/5 12:45:0,3495,1961,20.847513,63.999428,-14.822882,17.799999
20/4/5 12:50:0,3497,1962,20.839611,64.00634,-14.822127,18
20/4/5 12:45:0,3491,2424,26.620539,-25.18309,-51.838341,18
20/4/5 12:40:0,3491,1974,27.006723,-12.809841,-59.647732,17.700001
20/4/5 12:45:0,3488,1975,27.002407,-12.810028,-59.65173,17.700001
20/4/5 12:50:0,3488,1976,27.000872,-12.81028,-59.653084,17.799999
20/4/5 12:40:0,3506,1975,22.194738,-13.752219,-63.495766,18.200001
20/4/5 12:45:0,3508,1976,22.191078,-13.747227,-63.498772,18.1
