UID,VBAT,DID,Y,M,D,H,M,S,X,Y,Z,T,CHECKSUM
1000101022,4540,101,2019,11,13,13,57,3,0.254026,-0.737743,89.216347,19.300000,231
1000101022,4540,102,2019,11,13,13,57,5,0.253740,-0.738457,89.217247,19.300000,131
1000101022,4540,103,2019,11,13,13,57,7,0.251785,-0.736194,89.218155,19.300000,17
1000101022,4542,104,2019,11,13,13,57,10,0.251993,-0.737380,89.217575,19.300000,250
1000101022,4543,105,2019,11,13,13,57,12,0.252015,-0.736963,89.221016,19.300000,192
1000101022,4543,106,2019,11,13,13,57,15,0.252686,-0.737732,89.221733,19.300000,192
1000101022,4545,107,2019,11,13,13,57,17,0.252312,-0.737325,89.221153,19.300000,25
1000101022,4543,108,2019,11,13,13,57,19,0.254531,-0.737633,89.216393,19.400000,216
1000101022,4543,109,2019,11,13,13,57,22,0.255850,-0.738721,89.218330,19.300000,167
1000101022,4546,110,2019,11,13,13,57,24,0.253597,-0.738831,89.218430,19.300000,42
1000101022,4546,111,2019,11,13,13,57,27,0.250631,-0.741357,89.219193,19.300000,21
1000101022,4545,112,2019,11,13,13,57,29,0.253817,-0.738270,89.217178,19.300000,176
1000101022,4546,113,2019,11,13,13,57,31,0.253334,-0.736436,89.217186,19.300000,111
1000101022,4546,114,2019,11,13,13,57,34,0.253367,-0.738051,89.221573,19.300000,33
1000101022,4546,115,2019,11,13,13,57,36,0.252960,-0.736183,89.217903,19.300000,178
1000101022,4549,116,2019,11,13,13,57,38,0.254180,-0.737721,89.219719,19.300000,172
1000101022,4549,117,2019,11,13,13,57,41,0.254740,-0.738721,89.218948,19.300000,85
1000101022,4549,118,2019,11,13,13,57,43,0.251093,-0.738600,89.218681,19.300000,25
1000101022,4548,119,2019,11,13,13,57,46,0.253784,-0.736468,89.219955,19.300000,105
1000101022,4549,120,2019,11,13,13,57,48,0.250796,-0.739567,89.219803,19.300000,116
1000101022,4549,121,2019,11,13,13,57,50,0.256366,-0.738424,89.218834,19.400000,212
1000101022,4549,122,2019,11,13,13,57,53,0.253488,-0.737095,89.219315,19.300000,185
1000101022,4549,123,2019,11,13,13,57,55,0.255037,-0.736271,89.217766,19.300000,54
1000101022,4549,124,2019,11,13,13,57,57,0.253729,-0.737172,89.217308,19.300000,38
1000101022,4549,125,2019,11,13,13,58,0,0.251653,-0.737732,89.218941,19.300000,35
1000101022,4551,126,2019,11,13,13,58,2,0.251642,-0.739292,89.220161,19.300000,186
1000101022,4549,127,2019,11,13,13,58,5,0.253861,-0.738754,89.218063,19.300000,34
1000101022,4551,128,2019,11,13,13,58,7,0.253608,-0.736567,89.217522,19.300000,44
1000101022,4551,129,2019,11,13,13,58,9,0.256234,-0.737457,89.217407,19.300000,197
1000101022,4551,130,2019,11,13,13,58,12,0.252114,-0.738512,89.217445,19.300000,59
1000101022,4552,131,2019,11,13,13,58,14,0.254916,-0.739622,89.220085,19.300000,157
1000101022,4554,132,2019,11,13,13,58,16,0.249642,-0.739017,89.219910,19.300000,136
1000101022,4552,133,2019,11,13,13,58,19,0.253872,-0.738270,89.221527,19.300000,217
1000101022,4552,134,2019,11,13,13,58,21,0.251873,-0.739545,89.218109,19.300000,208
1000101022,4554,135,2019,11,13,13,58,24,0.251158,-0.735732,89.218658,19.300000,114
1000101022,4554,136,2019,11,13,13,58,26,0.255278,-0.738567,89.217384,19.300000,229
1000101022,4554,137,2019,11,13,13,58,28,0.252708,-0.737523,89.220367,19.300000,183
1000101022,4555,138,2019,11,13,13,58,31,0.253510,-0.736996,89.219498,19.300000,187
1000101022,4554,139,2019,11,13,13,58,33,0.253652,-0.737084,89.218269,19.300000,207
1000101022,4554,140,2019,11,13,13,58,36,0.251554,-0.736677,89.219475,19.300000,13
1000101022,4554,141,2019,11,13,13,58,38,0.254718,-0.741401,89.218811,19.300000,243
1000101022,4555,142,2019,11,13,13,58,40,0.252235,-0.736963,89.219078,19.300000,132
1000101022,4555,143,2019,11,13,13,58,43,0.251949,-0.737842,89.219231,19.300000,216
1000101022,4555,144,2019,11,13,13,58,45,0.250708,-0.737996,89.219727,19.300000,224
1000101022,4554,145,2019,11,13,13,58,47,0.254421,-0.738864,89.218208,19.300000,58
1000101022,4555,146,2019,11,13,13,58,50,0.252224,-0.737358,89.218712,19.300000,76
1000101022,4555,147,2019,11,13,13,58,52,0.254268,-0.738710,89.220490,19.300000,210
1000101022,4554,148,2019,11,13,13,58,55,0.253521,-0.739083,89.218315,19.300000,148
1000101022,4555,149,2019,11,13,13,58,57,0.254586,-0.737633,89.219360,19.300000,1
1000101022,4555,150,2019,11,13,13,58,59,0.254773,-0.737029,89.219208,19.300000,208
1000101022,4555,151,2019,11,13,13,59,2,0.252224,-0.738281,89.219322,19.300000,144
1000101022,4555,152,2019,11,13,13,59,4,0.253663,-0.738578,89.219299,19.300000,151
1000101022,4555,153,2019,11,13,13,59,6,0.251620,-0.737996,89.220444,19.300000,138
1000101022,4555,154,2019,11,13,13,59,9,0.253378,-0.736655,89.219604,19.300000,236
1000101022,4555,155,2019,11,13,13,59,11,0.254465,-0.738325,89.219406,19.300000,207
1000101022,4557,156,2019,11,13,13,59,14,0.254674,-0.739303,89.218819,19.300000,2
1000101022,4555,157,2019,11,13,13,59,16,0.254015,-0.736919,89.219856,19.300000,219
1000101022,4557,158,2019,11,13,13,59,18,0.256003,-0.737479,89.219437,19.300000,114
1000101022,4555,159,2019,11,13,13,59,21,0.254872,-0.738149,89.218155,19.300000,151
1000101022,4555,160,2019,11,13,13,59,23,0.254257,-0.738984,89.219147,19.300000,147
1000101022,4555,161,2019,11,13,13,59,25,0.255740,-0.737941,89.219215,19.300000,138
1000101022,4555,162,2019,11,13,13,59,28,0.254399,-0.737996,89.220901,19.300000,14
1000101022,4557,163,2019,11,13,13,59,30,0.253488,-0.737809,89.220505,19.300000,137
1000101022,4555,164,2019,11,13,13,59,33,0.254553,-0.738105,89.221756,19.300000,242
1000101022,4555,165,2019,11,13,13,59,35,0.254564,-0.737644,89.219681,19.300000,150
1000101022,4555,166,2019,11,13,13,59,37,0.256278,-0.737292,89.219810,19.300000,184
1000101022,4557,167,2019,11,13,13,59,40,-0.087407,-0.727614,83.199013,19.300000,27
1000101022,4555,168,2019,11,13,13,59,42,-21.554522,-0.616322,60.143673,19.300000,239
1000101022,4555,169,2019,11,13,13,59,44,-29.989206,-0.597074,60.171719,19.300000,17
1000101022,4555,170,2019,11,13,13,59,47,-29.877285,-0.596151,60.117207,19.300000,125
1000101022,4555,171,2019,11,13,13,59,49,-29.878922,-0.597184,60.118294,19.300000,196
1000101022,4555,172,2019,11,13,13,59,52,-29.874569,-0.596580,60.113728,19.300000,95
1000101022,4531,173,2019,11,13,13,59,56,-44.837475,-0.488134,38.032169,19.300000,7
1000101022,4554,174,2019,11,13,13,59,58,-61.819088,-0.399628,27.830376,19.300000,197
1000101022,4554,175,2019,11,13,14,0,1,-62.795387,-0.400408,28.605623,19.300000,79
1000101022,4554,176,2019,11,13,14,0,3,-60.358082,-0.415338,30.068125,19.300000,238
1000101022,4555,177,2019,11,13,14,0,5,-59.925667,-0.416602,30.071844,19.300000,206
1000101022,4555,178,2019,11,13,14,0,8,-59.924004,-0.416305,30.069099,19.300000,252
1000101022,4555,179,2019,11,13,14,0,10,-59.923664,-0.415580,30.069304,19.300000,131
1000101022,4554,180,2019,11,13,14,0,13,-65.090149,-0.364548,19.848343,19.300000,91
1000101022,4554,181,2019,11,13,14,0,15,-74.557968,-0.319351,13.156552,19.300000,237
1000101022,4555,182,2019,11,13,14,0,17,-81.966057,-0.278317,5.912795,19.300000,70
1000101022,4555,183,2019,11,13,14,0,20,-86.539040,-0.251927,1.478430,19.300000,165
1000101022,4555,184,2019,11,13,14,0,22,-89.403366,-0.243325,0.158148,19.300000,95
1000101022,4555,185,2019,11,13,14,0,25,-89.745224,-0.244490,0.074191,19.300000,70
1000101022,4555,186,2019,11,13,14,0,27,-89.750305,-0.240502,0.076080,19.300000,249
1000101022,4555,187,2019,11,13,14,0,29,-89.751389,-0.241831,0.076124,19.300000,35
1000101022,4554,188,2019,11,13,14,0,32,-89.750656,-0.241062,-4.134892,19.300000,172
1000101022,4557,189,2019,11,13,14,0,34,-72.322693,-0.150535,-26.568054,19.300000,135
1000101022,4555,190,2019,11,13,14,0,36,-59.452164,-0.124893,-31.080372,19.300000,191
1000101022,4555,191,2019,11,13,14,0,39,-60.308697,-0.129562,-29.733179,19.300000,219
1000101022,4555,192,2019,11,13,14,0,41,-60.181389,-0.129474,-29.829710,19.300000,97
1000101022,4557,193,2019,11,13,14,0,44,-60.178673,-0.129792,-29.829458,19.300000,66
1000101022,4555,194,2019,11,13,14,0,46,-60.175068,-0.129880,-29.825205,19.300000,108
1000101022,4557,195,2019,11,13,14,0,48,-60.175911,-0.131825,-29.830391,19.300000,201
1000101022,4557,196,2019,11,13,14,0,51,-54.904839,-0.111489,-45.467861,19.300000,92
1000101022,4555,197,2019,11,13,14,0,53,-31.258070,-0.109336,-60.754101,19.300000,187
1000101022,4555,198,2019,11,13,14,0,55,-28.124914,-0.110292,-61.950001,19.300000,61
1000101022,4555,199,2019,11,13,14,0,58,-28.053993,-0.111050,-61.951408,19.300000,42
1000101022,4555,200,2019,11,13,14,1,0,-28.470890,-0.111050,-60.749630,19.300000,212
1000101022,4554,201,2019,11,13,14,1,3,-30.391424,-0.107303,-59.531654,19.300000,186
1000101022,4555,202,2019,11,13,14,1,5,-30.371822,-0.109039,-59.634071,19.300000,74
1000101022,4555,203,2019,11,13,14,1,7,-30.373415,-0.107897,-59.632381,19.300000,101
1000101022,4555,204,2019,11,13,14,1,10,-30.366148,-0.107271,-59.633938,19.300000,219
1000101022,4555,205,2019,11,13,14,1,12,-28.517370,-0.117070,-69.903252,19.300000,215
1000101022,4557,206,2019,11,13,14,1,15,-14.281865,-0.147228,-82.478439,19.300000,230
1000101022,4555,207,2019,11,13,14,1,17,-1.847384,-0.185801,-89.385956,19.300000,230
1000101022,4555,208,2019,11,13,14,1,19,-0.560654,-0.183658,-89.436462,19.300000,33
1000101022,4555,209,2019,11,13,14,1,22,-0.539121,-0.182516,-89.435852,19.300000,93
1000101022,4555,210,2019,11,13,14,1,24,-0.538429,-0.184724,-89.435600,19.200000,237
1000101022,4555,211,2019,11,13,14,1,26,-0.540890,-0.183582,-89.434906,19.300000,18
1000101022,4557,212,2019,11,13,14,1,29,-0.538462,-0.183054,-89.438210,19.300000,220
1000101022,4555,213,2019,11,13,14,1,31,-0.538033,-0.182823,-89.437271,19.300000,201
1000101022,4555,214,2019,11,13,14,1,34,-0.537144,-0.187042,-89.435181,19.300000,230
1000101022,4557,215,2019,11,13,14,1,36,-0.541033,-0.183669,-89.454987,19.300000,152
1000101022,4555,216,2019,11,13,14,1,38,4.570533,-0.227263,-75.292175,19.300000,88
1000101022,4555,217,2019,11,13,14,1,41,22.154896,-0.299553,-64.239388,19.300000,176
1000101022,4555,218,2019,11,13,14,1,43,29.174940,-0.333842,-60.714031,19.300000,229
1000101022,4555,219,2019,11,13,14,1,45,29.374777,-0.332985,-60.623444,19.300000,125
1000101022,4555,220,2019,11,13,14,1,48,29.372137,-0.333424,-60.626263,19.300000,165
1000101022,4555,221,2019,11,13,14,1,50,29.371880,-0.333501,-60.621941,19.300000,47
1000101022,4555,222,2019,11,13,14,1,53,34.364265,-0.396123,-43.863022,19.300000,153
1000101022,4555,223,2019,11,13,14,1,55,61.653275,-0.531255,-27.739412,19.300000,154
1000101022,4555,224,2019,11,13,14,1,57,61.035072,-0.519873,-29.902458,19.300000,170
1000101022,4554,225,2019,11,13,14,2,0,59.311192,-0.512633,-30.712000,19.300000,247
1000101022,4555,226,2019,11,13,14,2,2,59.328079,-0.511073,-30.664875,19.300000,18
1000101022,4557,227,2019,11,13,14,2,4,59.333450,-0.511952,-30.662416,19.300000,162
1000101022,4555,228,2019,11,13,14,2,7,59.332314,-0.511655,-30.665319,19.300000,217
1000101022,4555,229,2019,11,13,14,2,9,59.331596,-0.512919,-30.663809,19.300000,39
1000101022,4555,230,2019,11,13,14,2,12,69.526299,-0.606138,-8.703277,19.300000,123
1000101022,4555,231,2019,11,13,14,2,14,85.961021,-0.660421,-2.057003,19.300000,196
1000101022,4555,232,2019,11,13,14,2,16,88.794655,-0.672231,-0.715990,19.300000,43
1000101022,4555,233,2019,11,13,14,2,19,89.035019,-0.673330,-0.647216,19.300000,211
1000101022,4555,234,2019,11,13,14,2,21,89.070419,-0.673923,-0.641118,19.300000,139
1000101022,4555,235,2019,11,13,14,2,24,89.072845,-0.674165,-0.640382,19.300000,108
1000101022,4555,236,2019,11,13,14,2,26,89.073349,-0.671770,-0.641250,19.300000,245
1000101022,4557,237,2019,11,13,14,2,28,89.075348,-0.684294,7.452917,19.300000,23
1000101022,4555,238,2019,11,13,14,2,31,64.623749,-0.775129,28.117367,19.300000,71
1000101022,4555,239,2019,11,13,14,2,33,60.517914,-0.780842,29.374493,19.300000,45
1000101022,4557,240,2019,11,13,14,2,35,60.548607,-0.779502,29.435301,19.300000,215
1000101022,4555,241,2019,11,13,14,2,38,60.544636,-0.780359,29.438692,19.300000,238
1000101022,4557,242,2019,11,13,14,2,40,60.545910,-0.779117,29.438906,19.300000,215
1000101022,4557,243,2019,11,13,14,2,43,60.546860,-0.780853,29.439173,19.300000,8
1000101022,4555,244,2019,11,13,14,2,45,57.934391,-0.792817,43.931274,19.300000,157
1000101022,4557,245,2019,11,13,14,2,47,32.668865,-0.803562,58.206352,19.300000,122
1000101022,4555,246,2019,11,13,14,2,50,30.560902,-0.804902,59.541996,19.300000,53
1000101022,4555,247,2019,11,13,14,2,52,30.424713,-0.804771,59.559292,19.300000,137
1000101022,4555,248,2019,11,13,14,2,54,30.424812,-0.804353,59.558937,19.300000,55
1000101022,4555,249,2019,11,13,14,2,57,30.423956,-0.803639,59.559437,19.300000,246
1000101022,4555,250,2019,11,13,14,2,59,29.043245,-0.803892,64.226593,19.300000,146
1000101022,4555,251,2019,11,13,14,3,2,13.241278,-0.767120,82.431892,19.300000,156
1000101022,4555,252,2019,11,13,14,3,4,4.491124,-0.744697,87.622375,19.300000,130
1000101022,4555,253,2019,11,13,14,3,6,0.480081,-0.735546,89.214737,19.300000,148
1000101022,4555,254,2019,11,13,14,3,9,0.254586,-0.736062,89.221161,19.300000,188
1000101022,4555,255,2019,11,13,14,3,11,0.256487,-0.736458,89.220322,19.300000,118
1000101022,4557,256,2019,11,13,14,3,13,0.254861,-0.736666,89.219559,19.300000,108
1000101022,4555,257,2019,11,13,14,3,16,0.252653,-0.738787,89.217606,19.300000,125
1000101022,4557,258,2019,11,13,14,3,18,0.253982,-0.737611,89.220596,19.300000,17
1000101022,4555,259,2019,11,13,14,3,21,0.255520,-0.738105,89.221130,19.300000,38
1000101022,4555,260,2019,11,13,14,3,23,0.252927,-0.733865,89.212341,19.300000,227
1000101022,4530,261,2019,11,13,14,3,27,-0.581814,-0.723505,89.239449,19.300000,169
1000101022,4554,262,2019,11,13,14,3,30,0.227384,-0.724219,89.238396,19.300000,168
1000101022,4555,263,2019,11,13,14,3,32,0.238469,-0.727899,89.235069,19.300000,224
1000101022,4554,264,2019,11,13,14,3,35,0.236602,-0.725164,89.232857,19.300000,46
1000101022,4552,265,2019,11,13,14,3,37,0.235020,-0.791027,89.209915,19.300000,124
1000101022,4554,266,2019,11,13,14,3,39,0.237711,-0.726954,89.233635,19.300000,193
1000101022,4555,267,2019,11,13,14,3,42,0.234053,-0.726427,89.236267,19.400000,44
1000101022,4554,268,2019,11,13,14,3,44,0.238381,-0.725812,89.235817,19.300000,147
1000101022,4554,269,2019,11,13,14,3,46,0.237535,-0.725317,89.233948,19.400000,69
1000101022,4554,270,2019,11,13,14,3,49,0.237360,-0.036552,86.644493,19.400000,63
1000101022,4554,271,2019,11,13,14,3,51,0.369547,21.898193,64.580376,19.400000,35
1000101022,4555,272,2019,11,13,14,3,54,0.434949,29.111141,60.716797,19.400000,187
1000101022,4554,273,2019,11,13,14,3,56,0.441002,29.438410,60.543571,19.400000,46
1000101022,4555,274,2019,11,13,14,3,58,0.439629,29.442745,60.544426,19.400000,123
1000101022,4554,275,2019,11,13,14,4,1,0.438333,29.445957,60.546169,19.400000,229
1000101022,4555,276,2019,11,13,14,4,3,0.438816,29.446648,60.543972,19.400000,235
1000101022,4552,277,2019,11,13,14,4,5,0.438420,29.445507,60.544537,19.400000,160
1000101022,4554,278,2019,11,13,14,4,8,0.468776,44.393734,40.173031,19.400000,214
1000101022,4552,279,2019,11,13,14,4,10,0.468984,61.916252,27.177158,19.400000,156
1000101022,4555,280,2019,11,13,14,4,13,0.465425,62.247662,28.399963,19.400000,38
1000101022,4552,281,2019,11,13,14,4,15,0.469896,59.884167,30.307320,19.500000,127
1000101022,4554,282,2019,11,13,14,4,17,0.474071,59.712677,30.276669,19.400000,67
1000101022,4554,283,2019,11,13,14,4,20,0.468710,59.711861,30.278879,19.400000,93
1000101022,4554,284,2019,11,13,14,4,22,0.473093,59.710476,30.276426,19.400000,59
1000101022,4555,285,2019,11,13,14,4,24,0.472346,59.713161,30.277519,19.500000,77
1000101022,4554,286,2019,11,13,14,4,27,0.472885,59.710911,30.278902,19.500000,232
1000101022,4554,287,2019,11,13,14,4,29,0.472797,59.864429,27.060625,19.500000,104
1000101022,4552,288,2019,11,13,14,4,32,0.407856,83.300537,3.389348,19.400000,161
1000101022,4554,289,2019,11,13,14,4,34,0.341301,89.033386,0.529376,19.400000,59
1000101022,4554,290,2019,11,13,14,4,36,0.335896,89.662338,-0.044308,19.400000,237
1000101022,4554,291,2019,11,13,14,4,39,0.333490,89.655342,-0.067950,19.400000,196
1000101022,4554,292,2019,11,13,14,4,41,0.333798,89.655746,-0.072279,19.400000,181
1000101022,4554,293,2019,11,13,14,4,44,0.333040,89.653618,-0.071993,19.500000,84
1000101022,4554,294,2019,11,13,14,4,46,0.330194,89.654579,-1.840990,19.400000,44
1000101022,4554,295,2019,11,13,14,4,48,0.217782,70.540474,-21.963474,19.500000,169
1000101022,4554,296,2019,11,13,14,4,51,0.141735,66.296379,-27.640594,19.400000,128
1000101022,4554,297,2019,11,13,14,4,53,0.033607,57.447414,-30.649158,19.400000,254
1000101022,4555,298,2019,11,13,14,4,55,0.071818,59.748711,-30.294144,19.500000,174
1000101022,4554,299,2019,11,13,14,4,58,0.071840,59.683128,-30.316500,19.500000,203
