1000101019,4555,1549,19,11,13,13,37,42,0.102678,-1.308483,88.674255,20.400000
1000101019,4554,1550,19,11,13,13,37,45,0.104645,-1.066168,88.938210,20.299999
1000101019,4555,1551,19,11,13,13,37,47,0.105106,-1.055610,88.936668,20.400000
1000101019,4558,1552,19,11,13,13,37,49,0.111654,-1.055424,88.940315,20.400000
1000101019,4555,1553,19,11,13,13,37,52,0.100349,-1.056237,88.938522,20.299999
1000101019,4557,1554,19,11,13,13,37,54,0.105227,-1.059137,88.939705,20.299999
1000101019,4555,1555,19,11,13,13,37,57,0.105754,-1.054039,88.940720,20.299999
1000101019,4555,1556,19,11,13,13,37,59,0.103667,-1.054358,88.934448,20.299999
1000101019,4558,1557,19,11,13,13,38,1,0.105337,-0.987385,89.015167,20.299999
1000101019,4557,1558,19,11,13,13,38,4,0.104128,-0.957173,89.042068,20.299999
1000101019,4557,1559,19,11,13,13,38,6,0.104073,-0.999943,88.993736,20.200001
1000101019,4557,1560,19,11,13,13,38,8,0.104052,-1.000075,88.999252,20.200001
1000101019,4557,1561,19,11,13,13,38,11,0.106666,-0.998394,88.994759,20.200001
1000101019,4557,1562,19,11,13,13,38,13,0.105776,-0.995691,88.997238,20.200001
1000101019,4558,1563,19,11,13,13,38,16,0.103184,-0.997152,88.994385,20.200001
1000101019,4557,1564,19,11,13,13,38,18,0.105315,-0.996801,88.997948,20.200001
1000101019,4558,1565,19,11,13,13,38,20,0.098701,-0.999404,88.996429,20.200001
1000101019,4558,1566,19,11,13,13,38,23,0.105941,-0.998822,88.996246,20.200001
1000101019,4557,1567,19,11,13,13,38,25,0.104480,-0.997921,88.996292,20.200001
1000101019,4558,1568,19,11,13,13,38,28,0.107029,-0.998339,88.996399,20.100000
1000101019,4558,1569,19,11,13,13,38,30,0.104623,-0.997174,88.996605,20.100000
1000101019,4560,1570,19,11,13,13,38,32,0.104403,-0.996548,88.999527,20.100000
1000101019,4557,1571,19,11,13,13,38,35,0.102733,-0.994175,88.997406,20.100000
1000101019,4558,1572,19,11,13,13,38,37,0.103920,-0.996570,88.997032,20.100000
1000101019,4558,1573,19,11,13,13,38,40,0.103843,-0.996877,88.996475,20.100000
1000101019,4557,1574,19,11,13,13,38,42,0.104447,-0.999196,88.996742,20.100000
1000101019,4558,1575,19,11,13,13,38,44,0.105645,-0.996779,88.997520,20.100000
1000101019,4560,1576,19,11,13,13,38,47,0.103557,-0.999745,88.997589,20.000000
1000101019,4558,1577,19,11,13,13,38,49,0.100975,-0.997745,88.998291,20.000000
1000101019,4558,1578,19,11,13,13,38,51,0.104952,-0.996757,88.996696,20.100000
1000101019,4557,1579,19,11,13,13,38,54,0.104930,-0.995493,88.997536,20.000000
1000101019,4560,1580,19,11,13,13,38,56,0.106996,-0.997438,88.997681,20.000000
1000101019,4558,1581,19,11,13,13,38,59,0.103184,-0.998163,88.997894,20.000000
1000101019,4558,1582,19,11,13,13,39,1,0.105798,-0.997537,88.998360,20.000000
1000101019,4555,1583,19,11,13,13,39,3,0.106908,-0.996207,88.995499,20.000000
1000101019,4558,1584,19,11,13,13,39,6,0.103887,-0.996888,88.998032,20.000000
1000101019,4560,1585,19,11,13,13,39,8,0.102448,-0.994032,89.019554,20.000000
1000101019,4558,1586,19,11,13,13,39,11,0.101931,-0.912030,89.083588,20.000000
1000101019,4557,1587,19,11,13,13,39,13,0.103008,-0.912360,89.084221,20.000000
1000101019,4558,1588,19,11,13,13,39,15,0.101547,-0.913217,89.081223,20.000000
1000101019,4557,1589,19,11,13,13,39,18,0.102228,-0.914919,89.078514,20.000000
1000101019,4558,1590,19,11,13,13,39,20,0.099624,-0.912645,89.080620,20.000000
1000101019,4558,1591,19,11,13,13,39,23,0.103997,-0.913667,89.081169,20.000000
1000101019,4557,1592,19,11,13,13,39,25,0.101656,-0.912491,89.081635,20.000000
1000101019,4557,1593,19,11,13,13,39,27,0.106479,-0.914601,89.081451,20.000000
1000101019,4560,1594,19,11,13,13,39,30,0.105216,-0.915557,89.078812,19.900000
1000101019,4560,1595,19,11,13,13,39,32,0.104623,-0.914183,89.081253,20.000000
1000101019,4557,1596,19,11,13,13,39,34,0.102975,-0.914502,89.080154,20.000000
1000101019,4558,1597,19,11,13,13,39,37,0.103689,-0.912645,89.080727,19.900000
1000101019,4558,1598,19,11,13,13,39,39,0.103217,-0.912997,89.080345,19.900000
1000101019,4560,1599,19,11,13,13,39,42,0.099250,-0.915073,89.081184,19.900000
1000101019,4558,1600,19,11,13,13,39,44,0.104930,-0.914282,89.080704,19.900000
1000101019,4558,1601,19,11,13,13,39,46,0.103184,-0.913601,89.080605,19.900000
1000101019,4558,1602,19,11,13,13,39,49,0.103326,-0.914766,89.082771,19.900000
1000101019,4557,1603,19,11,13,13,39,51,0.104414,-0.913722,89.079979,19.900000
1000101019,4560,1604,19,11,13,13,39,54,0.102250,-0.912513,89.081001,19.900000
1000101019,4557,1605,19,11,13,13,39,56,0.103491,-0.912579,89.080116,19.900000
1000101019,4558,1606,19,11,13,13,39,58,0.104502,-0.912173,89.079407,19.900000
1000101019,4560,1607,19,11,13,13,40,1,0.104019,-0.912393,89.081024,19.900000
1000101019,4558,1608,19,11,13,13,40,3,0.104612,-0.912217,89.083344,19.900000
1000101019,4560,1609,19,11,13,13,40,5,0.102997,-0.913777,89.081818,19.900000
1000101019,4560,1610,19,11,13,13,40,8,0.105765,-0.914832,89.078140,19.900000
1000101019,4557,1611,19,11,13,13,40,10,0.102008,-0.912865,89.077072,19.900000
1000101019,4557,1612,19,11,13,13,40,13,0.099163,-0.912601,89.082291,19.900000
1000101019,4558,1613,19,11,13,13,40,15,0.101481,-0.908196,89.087196,19.900000
1000101019,4560,1614,19,11,13,13,40,17,0.104194,-0.909240,89.084587,19.900000
1000101019,4558,1615,19,11,13,13,40,20,0.106644,-0.908580,89.088249,19.900000
1000101019,4558,1616,19,11,13,13,40,22,0.102480,-0.916183,89.071800,19.900000
1000101019,4558,1617,19,11,13,13,40,25,0.102283,-0.923368,89.071266,19.900000
1000101019,4560,1618,19,11,13,13,40,27,0.103414,-0.919753,89.073151,19.900000
1000101019,4560,1619,19,11,13,13,40,29,0.102184,-0.921533,89.072792,19.900000
1000101019,4560,1620,19,11,13,13,40,32,0.103228,-0.922928,89.073326,19.900000
1000101019,4558,1621,19,11,13,13,40,34,0.103964,-0.919039,89.070854,19.900000
1000101019,4560,1622,19,11,13,13,40,37,0.103612,-0.923357,89.072769,19.799999
1000101019,4557,1623,19,11,13,13,40,39,0.104260,-0.921050,89.072830,19.799999
1000101019,4558,1624,19,11,13,13,40,41,0.103184,-0.921577,89.071808,19.900000
1000101019,4555,1625,19,11,13,13,40,44,0.102766,-0.917260,89.075851,19.799999
1000101019,4561,1626,19,11,13,13,40,46,0.106512,-0.918237,89.074944,19.799999
1000101019,4560,1627,19,11,13,13,40,48,0.102843,-0.920775,89.076073,19.900000
1000101019,4557,1628,19,11,13,13,40,51,0.103623,-0.918281,89.075737,19.799999
1000101019,4558,1629,19,11,13,13,40,53,0.104634,-0.919028,89.074791,19.799999
