UID,VBAT,DID,Y,M,D,H,M,S,X,Y,Z,T,CHECKSUM
1000101019,4572,171,2019,11,13,12,41,56,0.110468,-0.739775,89.255524,18.600000,59
1000101019,4572,172,2019,11,13,12,41,58,0.108237,-0.738853,89.252029,18.600000,218
1000101019,4572,173,2019,11,13,12,42,1,0.107281,-0.737435,89.253929,18.600000,3
1000101019,4572,174,2019,11,13,12,42,3,0.109600,-0.736919,89.255104,18.600000,152
1000101019,4572,175,2019,11,13,12,42,5,0.108556,-0.739545,89.255966,18.600000,216
1000101019,4572,176,2019,11,13,12,42,8,0.104041,-0.739193,89.252312,18.600000,120
1000101019,4572,177,2019,11,13,12,42,10,0.106051,-0.738556,89.255791,18.600000,31
1000101019,4572,178,2019,11,13,12,42,13,0.108062,-0.738501,89.256401,18.600000,190
1000101019,4572,179,2019,11,13,12,42,15,0.111753,-0.738765,89.255455,18.600000,165
1000101019,4572,180,2019,11,13,12,42,17,0.109424,-0.737633,89.255211,18.600000,221
1000101019,4572,181,2019,11,13,12,42,20,0.109534,-0.738215,89.255333,18.600000,47
1000101019,4572,182,2019,11,13,12,42,22,0.105930,-0.737446,89.253807,18.600000,244
1000101019,4572,183,2019,11,13,12,42,25,0.109677,-0.737941,89.254181,18.600000,71
1000101019,4572,184,2019,11,13,12,42,27,0.107479,-0.737743,89.254517,18.600000,161
1000101019,4572,185,2019,11,13,12,42,29,0.108007,-0.737974,89.254166,18.600000,58
1000101019,4572,186,2019,11,13,12,42,32,0.107974,-0.738193,89.253021,18.600000,134
1000101019,4572,187,2019,11,13,12,42,34,0.104414,-0.740204,89.253647,18.600000,211
1000101019,4572,188,2019,11,13,12,42,37,0.108545,-0.737743,89.252693,18.600000,32
1000101019,4572,189,2019,11,13,12,42,39,0.109435,-0.739424,89.253433,18.600000,178
1000101019,4572,190,2019,11,13,12,42,41,0.105337,-0.738226,89.255409,18.600000,164
1000101019,4572,191,2019,11,13,12,42,44,0.101942,-0.737007,89.254349,18.700000,130
1000101019,4570,192,2019,11,13,12,42,46,0.105765,-0.739764,89.254829,18.600000,228
1000101019,4570,193,2019,11,13,12,42,48,0.108160,-0.737161,89.253540,18.600000,144
1000101019,4572,194,2019,11,13,12,42,51,0.110127,-0.735216,89.254799,18.600000,26
1000101019,4572,195,2019,11,13,12,42,53,0.110072,-0.740314,89.254143,18.600000,67
1000101019,4570,196,2019,11,13,12,42,56,0.107831,-0.738962,89.255661,18.600000,25
1000101019,4572,197,2019,11,13,12,42,58,0.109182,-0.737117,89.254280,18.700000,150
1000101019,4572,198,2019,11,13,12,43,0,0.109512,-0.739039,89.254715,18.600000,218
1000101019,4572,199,2019,11,13,12,43,4,0.104854,-0.737172,89.254799,18.600000,178
1000101019,4567,200,2019,11,13,12,43,7,0.109116,-0.736644,89.252571,18.600000,174
1000101019,4570,201,2019,11,13,12,43,11,0.105842,-0.736798,89.254951,18.600000,51
1000101019,4572,202,2019,11,13,12,43,14,0.107194,-0.736996,89.254112,18.600000,87
1000101019,4572,203,2019,11,13,12,43,18,0.107523,-0.738007,89.257057,18.600000,188
1000101019,4573,204,2019,11,13,12,43,22,0.105809,-0.736238,89.254265,18.600000,158
1000101019,4573,205,2019,11,13,12,43,25,0.106754,-0.735864,89.255013,18.600000,201
1000101019,4575,206,2019,11,13,12,43,29,0.108820,-0.734546,89.252640,18.600000,159
1000101019,4575,207,2019,11,13,12,43,33,0.105524,-0.737501,89.255554,18.600000,240
1000101019,4576,208,2019,11,13,12,43,37,0.102909,-0.738962,89.252937,18.600000,220
1000101019,4576,209,2019,11,13,12,43,41,0.105073,-0.737534,89.252731,18.600000,198
1000101019,4578,210,2019,11,13,12,43,45,0.108864,-0.740380,89.258636,18.600000,189
1000101019,4579,211,2019,11,13,12,43,48,0.106227,-0.736644,89.252853,18.600000,65
1000101019,4584,212,2019,11,13,12,43,52,0.107952,-0.736062,89.253029,18.700000,80
1000101019,4581,213,2019,11,13,12,43,55,0.110127,-0.737710,89.254074,18.700000,46
1000101019,4579,214,2019,11,13,12,43,59,0.107776,-0.738007,89.254227,18.600000,8
1000101019,4579,215,2019,11,13,12,44,2,0.111643,-0.736128,89.254150,18.600000,225
1000101019,4579,216,2019,11,13,12,44,6,0.109413,-0.735579,89.254326,18.600000,187
1000101019,4579,217,2019,11,13,12,44,9,0.107853,-0.735040,89.254959,18.600000,227
1000101019,4581,218,2019,11,13,12,44,12,0.107787,-0.735831,89.253174,18.600000,187
1000101019,4579,219,2019,11,13,12,44,15,0.105952,-0.738984,89.253212,18.600000,196
1000101019,4579,220,2019,11,13,12,44,17,0.109270,-0.736721,89.255119,18.700000,49
1000101019,4578,221,2019,11,13,12,44,19,0.107600,-0.738479,89.255119,18.600000,130
1000101019,4578,222,2019,11,13,12,44,22,0.106194,-0.737941,89.253204,18.600000,124
1000101019,4578,223,2019,11,13,12,44,24,0.107205,-0.739160,89.253967,18.700000,245
1000101019,4578,224,2019,11,13,12,44,27,0.108380,-0.735974,89.253639,18.700000,20
1000101019,4576,225,2019,11,13,12,44,29,0.110270,-0.737633,89.252678,18.700000,0
1000101019,4576,226,2019,11,13,12,44,31,0.107292,-0.737776,89.252701,18.700000,54
1000101019,4576,227,2019,11,13,12,44,34,0.106930,-0.736655,89.253052,18.600000,92
1000101019,4575,228,2019,11,13,12,44,36,0.105392,-0.737864,89.254486,18.700000,134
1000101019,4575,229,2019,11,13,12,44,39,0.111138,-0.737930,89.254517,18.700000,62
1000101019,4575,230,2019,11,13,12,44,41,0.104348,-0.736765,89.255005,18.600000,152
1000101019,4575,231,2019,11,13,12,44,43,0.107128,-0.739446,89.253662,18.700000,169
1000101019,4575,232,2019,11,13,12,44,46,0.108237,-0.736897,89.255219,18.600000,145
1000101019,4573,233,2019,11,13,12,44,48,0.108281,-0.738732,89.254898,18.700000,180
1000101019,4575,234,2019,11,13,12,44,50,0.109446,-0.736886,89.255089,18.700000,86
1000101019,4575,235,2019,11,13,12,44,53,0.108567,-0.735875,89.254776,18.700000,172
1000101019,4575,236,2019,11,13,12,44,55,0.106996,-0.737798,89.255547,18.700000,5
1000101019,4573,237,2019,11,13,12,44,58,0.107424,-0.736798,89.255531,18.700000,34
1000101019,4573,238,2019,11,13,12,45,0,0.106337,-0.739127,89.253349,18.700000,238
1000101019,4573,239,2019,11,13,12,45,2,0.106205,-0.737655,89.252762,18.700000,247
1000101019,4572,240,2019,11,13,12,45,5,0.110435,-0.737985,89.255890,18.600000,56
1000101019,4572,241,2019,11,13,12,45,7,0.108864,-0.737029,89.252800,18.700000,199
1000101019,4573,242,2019,11,13,12,45,10,0.108138,-0.739325,89.254974,18.700000,180
1000101019,4572,243,2019,11,13,12,45,12,0.109830,-0.737282,89.254173,18.700000,73
1000101019,4572,244,2019,11,13,12,45,14,0.109292,-0.738018,89.253899,18.700000,198
1000101019,4572,245,2019,11,13,12,45,17,0.108226,-0.739116,89.253426,18.700000,244
1000101019,4573,246,2019,11,13,12,45,19,0.106974,-0.737996,89.257210,18.700000,198
1000101019,4573,247,2019,11,13,12,45,21,0.109764,-0.737611,89.253647,18.700000,29
1000101019,4572,248,2019,11,13,12,45,24,0.111237,-0.737688,89.255493,18.700000,35
1000101019,4572,249,2019,11,13,12,45,26,0.107073,-0.737875,89.253593,18.700000,13
1000101019,4572,250,2019,11,13,12,45,29,0.106930,-0.737743,89.255508,18.700000,135
1000101019,4572,251,2019,11,13,12,45,31,1.376521,-60.195782,28.733187,18.700000,78
1000101019,4575,252,2019,11,13,12,45,33,4.226595,-59.898640,36.125931,18.700000,17
1000101019,4543,253,2019,11,13,12,45,42,4.166565,-3.065900,62.846245,18.600000,90
1000101019,4564,254,2019,11,13,12,45,44,-1.626427,-16.942501,39.641975,18.700000,47
1000101019,4566,255,2019,11,13,12,45,47,-59.170273,-23.712400,21.379362,18.800000,151
1000101019,4567,256,2019,11,13,12,45,49,-52.367962,-24.634577,29.902439,18.800000,24
1000101019,4567,257,2019,11,13,12,45,51,-28.838711,-50.604530,42.886246,18.900000,167
1000101019,4567,258,2019,11,13,12,45,54,-40.260006,-9.650921,44.600243,18.900000,233
1000101019,4567,259,2019,11,13,12,45,56,-2.559507,0.027048,75.935471,18.900000,53
1000101019,4540,260,2019,11,13,12,46,1,-0.402935,-0.810341,89.099159,19.000000,250
1000101019,4566,261,2019,11,13,12,46,3,-0.392585,-0.785435,89.122284,19.000000,43
1000101019,4566,262,2019,11,13,12,46,5,-0.392695,-0.778107,89.120453,19.100000,170
1000101019,4566,263,2019,11,13,12,46,8,-0.391377,-0.779315,89.120361,19.100000,149
1000101019,4567,264,2019,11,13,12,46,10,-0.392882,-0.782875,89.126823,19.100000,27
1000101019,4567,265,2019,11,13,12,46,12,-0.394146,-0.784512,89.127151,19.100000,163
1000101019,4566,266,2019,11,13,12,46,15,0.382709,-0.781776,89.116280,19.100000,166
1000101019,4566,267,2019,11,13,12,46,17,0.151194,-0.786149,89.205559,19.100000,94
1000101019,4566,268,2019,11,13,12,46,20,0.115258,-0.784105,89.204987,19.100000,245
1000101019,4567,269,2019,11,13,12,46,22,0.113379,-0.783929,89.206856,19.200000,36
1000101019,4567,270,2019,11,13,12,46,24,0.115642,-0.781952,89.195908,19.200000,138
1000101019,4567,271,2019,11,13,12,46,27,-7.875264,-0.779766,78.675674,19.200000,242
1000101019,4567,272,2019,11,13,12,46,29,-11.135628,-0.782325,79.776131,19.200000,254
1000101019,4569,273,2019,11,13,12,46,32,-9.772058,-0.780634,80.088356,19.200000,253
1000101019,4567,274,2019,11,13,12,46,34,-9.913837,-0.780315,80.051117,19.200000,106
1000101019,4567,275,2019,11,13,12,46,36,-9.916643,-0.781414,80.049446,19.200000,103
1000101019,4567,276,2019,11,13,12,46,39,-9.916961,-0.780985,80.049492,19.200000,222
1000101019,4569,277,2019,11,13,12,46,41,-10.893715,-0.778535,77.260094,19.200000,181
1000101019,4567,278,2019,11,13,12,46,44,-16.822054,-0.766373,71.346542,19.200000,244
1000101019,4567,279,2019,11,13,12,46,46,-19.944473,-0.762177,70.036041,19.200000,179
1000101019,4569,280,2019,11,13,12,46,48,-19.952059,-0.762056,70.030563,19.200000,245
1000101019,4567,281,2019,11,13,12,46,51,-19.954321,-0.762539,70.031342,19.200000,37
1000101019,4567,282,2019,11,13,12,46,53,-19.953703,-0.762429,70.028252,19.200000,77
1000101019,4569,283,2019,11,13,12,46,55,-21.758406,-0.750190,62.803093,19.200000,234
1000101019,4569,284,2019,11,13,12,46,58,-29.426697,-0.733392,60.197300,19.200000,131
1000101019,4567,285,2019,11,13,12,47,0,-29.982420,-0.731184,60.000183,19.300000,6
1000101019,4569,286,2019,11,13,12,47,3,-29.991766,-0.732887,59.998375,19.300000,77
1000101019,4569,287,2019,11,13,12,47,5,-29.991587,-0.730789,59.998459,19.300000,144
1000101019,4567,288,2019,11,13,12,47,7,-29.988577,-0.732151,59.999241,19.200000,31
1000101019,4569,289,2019,11,13,12,47,10,-30.248365,-0.721714,55.255070,19.300000,69
1000101019,4569,290,2019,11,13,12,47,12,-37.967289,-0.693556,51.264000,19.300000,70
1000101019,4569,291,2019,11,13,12,47,15,-39.878151,-0.687821,49.993240,19.300000,102
1000101019,4569,292,2019,11,13,12,47,17,-40.020718,-0.686437,49.966904,19.300000,28
1000101019,4569,293,2019,11,13,12,47,19,-40.021969,-0.686250,49.965130,19.300000,83
1000101019,4569,294,2019,11,13,12,47,22,-40.025970,-0.686997,49.963120,19.300000,160
1000101019,4567,295,2019,11,13,12,47,24,-40.115742,-0.680768,47.287632,19.300000,188
1000101019,4567,296,2019,11,13,12,47,26,-46.216797,-0.649424,42.652020,19.300000,107
1000101019,4569,297,2019,11,13,12,47,29,-48.024574,-0.641678,41.564552,19.300000,59
